Comprehensive Philosophers Table with Metadata,,,,,,,
Abaris the Hyperborean,6th Century BCE,Northern mysticism,"Healing, prophecy",N/A,Hyperborean traditions,N/A,N/A
Anacharsis,c. 6th Century BCE,Scythian philosophy,Practical wisdom,N/A,N/A,N/A,N/A
Chilon of Sparta,6th Century BCE,Seven Sages,"Self-control, brevity",N/A,Spartan traditions,N/A,N/A
Hermotimus of Clazomenae,6th Century BCE,Greek mysticism,"Soul travel, divination",N/A,N/A,N/A,N/A
Cleobulus of Lindos,6th Century BCE,Seven Sages,Moderation,N/A,N/A,N/A,N/A
Bias of Priene,6th Century BCE,Seven Sages,Justice and moderation,N/A,N/A,N/A,N/A
Anaximenes,586-526 BCE,Milesian School,Air as first principle,N/A,Anaximander,N/A,Anaximander
Pherecydes of Syros,c. 580–520 BCE,Early Greek cosmology,"Immortal soul, cosmogony","""Pentemychos"" (lost)",Eastern traditions,Pythagoras,N/A
Pythagoras,570-495 BCE,Pythagoreanism,"Number as essence, harmony, reincarnation",N/A,"Pherecydes, Egyptian & Babylonian traditions","Philolaus, Empedocles",Pherecydes
Xenophanes of Colophon,c. 570-475 BCE,Pre-Socratic critic,"Theological critique, epistemology",Poems (fragments),N/A,N/A,N/A
Theano of Croton,6th Century BCE,Pythagoreanism,"Ethics, mathematics, medicine","""On Piety,"" ""Cosmology"" (attributed)",Pythagoras,N/A,Pythagoras
Heraclitus,535-475 BCE,Ephesian School,"Flux, logos, unity of opposites","""On Nature"" (fragments)",N/A,N/A,N/A
Parmenides,515-450 BCE,Eleatic School,Being is one and unchanging,"""On Nature"" (fragments)",Xenophanes,Zeno of Elea,N/A
Anaxagoras,500-428 BCE,Pluralism,Nous (mind) as ordering principle,"""On Nature"" (fragments)",Ionian philosophy,"Pericles, Euripides",N/A
Damo,5th Century BCE,Pythagoreanism,"Mathematics, ethics",N/A,Pythagoras,N/A,Pythagoras
Diotima of Mantinea,5th Century BCE,Platonic influence,Love as ascent to divine,N/A,N/A,Socrates (in Plato's account),N/A
Zeno of Elea,490-430 BCE,Eleatic School,Paradoxes challenging plurality and motion,N/A,Parmenides,N/A,Parmenides
Empedocles,490-430 BCE,Pluralism,"Four elements, Love and Strife","""On Nature,"" ""Purifications"" (fragments)","Pythagoras, Parmenides",N/A,N/A
Cleobulina of Rhodes,6th Century BCE,N/A,"Riddles, wisdom poetry",N/A,N/A,N/A,N/A
Aspasia of Miletus,470-400 BCE,Athenian intellectual,"Rhetoric, politics",N/A,Ionian tradition,"Pericles, Socrates (possibly)",N/A
Democritus,460-370 BCE,Atomism,"Atoms and void, materialism","""Little World Order"" (fragments)",Leucippus,N/A,Leucippus
Name,Dates,Tradition,Core Philosophy/Teachings,Notable Works,Influenced By,Teacher Of,Student Of
Socrates,470-399 BCE,Socratic method,"Ethics, dialectics, ""know thyself""",No written works,"Anaxagoras, sophists","Plato, Xenophon",N/A
Melissus of Samos' Daughter,5th Century BCE,Eleatic School,N/A,N/A,N/A,N/A,N/A
Arete of Cyrene,5th - 4th Century BCE,Cyrenaic School,Pleasure as highest good,N/A,N/A,Aristippus the Younger,Aristippus
Plato,428-348 BCE,Platonism,"Forms, immortal soul, ideal state","""Republic,"" ""Symposium,"" ""Timaeus,"" many dialogues","Socrates, Pythagoras","Aristotle, Speusippus",Socrates
Speusippus,407-339 BCE,Early Academy,Mathematical principles,N/A,Plato,Xenocrates,Plato
Phintys of Sparta,4th Century BCE,Pythagoreanism,"Female virtue, ethics",N/A,Pythagoras,N/A,N/A
Perictione I,4th Century BCE,Platonism/Pythagoreanism,"Harmony, social ethics","""On Wisdom"" (attributed)","Pythagoras, Plato",N/A,N/A
Aesara of Lucania,4th - 3rd Century BCE,Pythagoreanism,"Human nature, ethics","""On Human Nature"" (fragments)",Pythagoras,N/A,N/A
Xenocrates,396-314 BCE,Old Academy,"Demonology, ethics, numbers",N/A,Plato,N/A,"Plato, Speusippus"
Perictione II,3rd Century BCE,Platonism/Pythagoreanism,"Ethics, moderation",N/A,"Plato, Pythagoras",N/A,N/A
Name,Dates,Tradition,Core Philosophy/Teachings,Notable Works,Influenced By,Teacher Of,Student Of
Demetrius I of Bactria,c. 200-180 BCE,Greco-Buddhist,Cultural synthesis,N/A,Hellenic philosophy,N/A,N/A
Apollodotus I,r. 180-160 BCE,Greco-Buddhist,Cultural synthesis,N/A,Hellenic philosophy,N/A,N/A
Menander I (Milinda),165-130 BCE,Greco-Buddhist,Buddhist-Hellenic dialogue,"""Milinda Panha""","Greek philosophy, Buddhism",N/A,N/A
Nagarjuna,c. 150-250 CE,Mahayana Buddhism,"Emptiness (Śūnyatā), Middle Way","""Mūlamadhyamakakārikā""",Early Buddhist schools,N/A,N/A
Heliodorus,c. 2nd Century BCE,Indo-Greek,Bhagavatism,N/A,Greek & Indian philosophy,N/A,N/A
Archebius,c. 1st Century BCE,Indo-Greek,N/A,N/A,N/A,N/A,N/A
Theophilus,c. 1st Century BCE,Indo-Greek,N/A,N/A,N/A,N/A,N/A
Maues,r. 85-60 BCE,Indo-Scythian,Cultural synthesis,N/A,N/A,N/A,N/A
Aenesidemus,1st Century BCE,Pyrrhonism,Skeptical tropes,"""Pyrrhonian Discourses""",Pyrrho,N/A,N/A
Philo of Alexandria,25 BCE - 50 CE,Hellenistic Judaism,"Logos, allegorical interpretation","""On the Creation,"" ""Allegorical Interpretation""","Plato, Jewish tradition",N/A,N/A
Agrippa,1st Century CE,Pyrrhonism,Five modes of skepticism,N/A,Aenesidemus,N/A,N/A
Plutarch,46-120 CE,Middle Platonism,"Ethics, theology, soul","""Moralia,"" ""Parallel Lives""","Plato, Pythagoras",N/A,N/A
Alcinous,2nd Century CE,Middle Platonism,"Divine intellect, forms","""Handbook of Platonism""",Plato,N/A,N/A
Numenius of Apamea,2nd Century CE,Neo-Pythagoreanism,"Triple divinity, emanation","""On the Good"" (fragments)","Plato, Pythagoras",Plotinus,N/A
Kanishka I,c. 127-150 CE,Kushan Empire,Buddhism patron,N/A,"Buddhism, Hellenic culture",N/A,N/A
Origen of Alexandria,c. 184–c. 253 CE,Christian Platonism,"Universal salvation, allegorical exegesis","""On First Principles,"" ""Against Celsus""","Plato, Christian tradition",N/A,Ammonius Saccas
Name,Dates,Tradition,Core Philosophy/Teachings,Notable Works,Influenced By,Teacher Of,Student Of
Diogenes Laërtius,3rd Century CE,Historian of philosophy,Documenting philosophical schools,"""Lives of Eminent Philosophers""",Various,N/A,N/A
Plotinus,204-270 CE,Neoplatonism,"The One, emanation, return","""Enneads""","Plato, Ammonius Saccas","Porphyry, Amelius",Ammonius Saccas
Amelius,d. 270 CE,Neoplatonism,Divine Intellect,Commentaries (lost),"Plotinus, Numenius",N/A,Plotinus
Longinus,213-273 CE,Neoplatonism,"Rhetoric, literary criticism","""On the Sublime""",Plato,N/A,Ammonius Saccas
Porphyry,234-305 CE,Neoplatonism,"Logic, vegetarianism, soul","""Isagoge,"" ""On Abstinence""","Plotinus, Longinus",Iamblichus,Plotinus
Iamblichus,245-325 CE,Theurgic Neoplatonism,"Theurgy, mysticism, number theory","""On the Mysteries""","Porphyry, Pythagoras",N/A,Porphyry
Maximus of Ephesus,310-372 CE,Theurgic Neoplatonism,"Theurgy, divination",N/A,Iamblichus,Julian the Apostate,N/A
Julian the Apostate,331-363 CE,Neoplatonic paganism,"Pagan restoration, solar theology","""Against the Galileans""","Iamblichus, Maximus",N/A,Maximus of Ephesus
Augustine of Hippo,354–430 CE,Christian Neoplatonism,"Divine illumination, soul, time","""Confessions,"" ""City of God""","Plotinus, Ambrose",N/A,N/A
Hypatia of Alexandria,c. 360-415 CE,Neoplatonism,"Mathematics, astronomy",Commentaries (lost),"Plotinus, Porphyry",Synesius of Cyrene,Theon of Alexandria
Proclus,412-485 CE,Neoplatonism,Elaborate metaphysical hierarchy,"""Elements of Theology,"" ""Platonic Theology""",Syrianus,"Marinus, Damascius",Syrianus
Hierocles of Alexandria,5th Century CE,Neoplatonism,"Providence, free will","""Commentary on the Golden Verses""",Iamblichus,N/A,N/A
Marinus of Neapolis,5th Century CE,Neoplatonism,N/A,"""Life of Proclus""",Proclus,N/A,Proclus
Isidore of Alexandria,5th - 6th Century CE,Neoplatonism,N/A,N/A,Proclus,Damascius,N/A
Damascius,458-538 CE,Neoplatonism,Ineffable first principle,"""On First Principles,"" ""Philosophical History""","Proclus, Isidore",Simplius,Isidore
Asclepiodotus of Alexandria,5th Century CE,Neoplatonism,"Science, mathematics",N/A,Proclus,N/A,N/A
John Philoponus,490-570 CE,Christian Neoplatonism,"Physics, theology, critical Aristotelianism",Commentaries on Aristotle,Ammonius Hermiae,N/A,Ammonius Hermiae
Simplius,490-560 CE,Neoplatonism,Harmonization of Plato and Aristotle,Commentaries on Aristotle,Damascius,N/A,Damascius
Olympiodorus the Younger,495-570 CE,Neoplatonism,"Virtue ethics, metaphysics",Commentaries on Plato,Ammonius Hermiae,N/A,Ammonius Hermiae
Name,Dates,Tradition,Core Philosophy/Teachings,Notable Works,Influenced By,Teacher Of,Student Of
Pyrrho of Elis,360-270 BCE,Pyrrhonism,Suspension of judgment (epoché),No written works,Indian philosophy,Timon of Phlius,N/A
Sextus Empiricus,160-210 CE,Pyrrhonism,"Skeptical tropes, critiques of dogmatism","""Outlines of Pyrrhonism""","Pyrrho, Aenesidemus",N/A,N/A
Name,Dates,Tradition,Core Philosophy/Teachings,Notable Works,Influenced By,Teacher Of,Student Of
Zeno of Citium,334-262 BCE,Stoicism,"Virtue as knowledge, living with nature",N/A,"Cynics, Academics",Cleanthes,Crates of Thebes
Cleanthes,330-232 BCE,Stoicism,"Cosmic reason, virtue","""Hymn to Zeus""",Zeno of Citium,Chrysippus,Zeno of Citium
Chrysippus,279-206 BCE,Stoicism,"Logic, fate, ethics",Numerous works (fragments),Cleanthes,N/A,Cleanthes
Seneca,4 BCE-65 CE,Roman Stoicism,"Practical ethics, tranquility","""Letters to Lucilius,"" ""On Anger""",Early Stoics,N/A,N/A
Epictetus,55-135 CE,Roman Stoicism,"Self-discipline, freedom","""Discourses,"" ""Enchiridion""",Early Stoics,Marcus Aurelius,Musonius Rufus
Marcus Aurelius,121-180 CE,Roman Stoicism,"Inner peace, duty","""Meditations""",Epictetus,N/A,Epictetus (writings)
Sextus Empiricus,160-210 CE,Pyrrhonism,(Duplicate entry - see Pyrrhonists),N/A,N/A,N/A,N/A
Name,Dates,Tradition,Core Philosophy/Teachings,Notable Works,Influenced By,Teacher Of,Student Of
Pseudo-Dionysius,5th - 6th Century CE,Christian Neoplatonism,"Divine hierarchy, mystical theology","""Divine Names,"" ""Mystical Theology""","Proclus, Christianity",N/A,N/A
Boethius,480-524 CE,Christian Neoplatonism,"Consolation, universals","""Consolation of Philosophy""","Plato, Aristotle",N/A,N/A
John Philoponus,490-570 CE,Christian Neoplatonism,(Duplicate entry - see Neoplatonism),N/A,N/A,N/A,N/A
Name,Dates,Tradition,Core Philosophy/Teachings,Notable Works,Influenced By,Teacher Of,Student Of
Al-Farabi,872-950 CE,Islamic Neoplatonism,"Emanation, political philosophy","""The Virtuous City""","Aristotle, Plotinus",N/A,N/A
Avicenna (Ibn Sina),980-1037 CE,Islamic Neoplatonism,"Essence/existence, soul theory","""The Book of Healing,"" ""Canon of Medicine""","Al-Farabi, Aristotle",N/A,N/A
Suhrawardi,1154-1191 CE,Illuminationism,Light metaphysics,"""Philosophy of Illumination""","Avicenna, Plato",N/A,N/A
Name,Dates,Tradition,Core Philosophy/Teachings,Notable Works,Influenced By,Teacher Of,Student Of
John Scotus Eriugena,815–877 CE,Christian Neoplatonism,"Division of nature, return to unity","""On the Division of Nature""",Pseudo-Dionysius,N/A,N/A
Michael Psellos,1017-1078 CE,Byzantine Neoplatonism,Integration of pagan and Christian thought,Numerous works,"Proclus, Plato",N/A,N/A
Thomas Aquinas,1225-1274 CE,Scholasticism,Synthesis of Aristotle and Christianity,"""Summa Theologica""","Aristotle, Augustine",N/A,Albertus Magnus
Meister Eckhart,1260-1328 CE,Mystical theology,"Union with God, detachment",Sermons,"Aquinas, Neoplatonism",N/A,N/A
Name,Dates,Tradition,Core Philosophy/Teachings,Notable Works,Influenced By,Teacher Of,Student Of
Nicholas of Cusa,1401–1464 CE,Renaissance Neoplatonism,"Learned ignorance, coincidence of opposites","""On Learned Ignorance""",Neoplatonism,N/A,N/A
Marsilio Ficino,1433-1499 CE,Renaissance Neoplatonism,Translation and revival of Plato,"""Platonic Theology""","Plato, Plotinus",N/A,N/A
Pico della Mirandola,1463-1494 CE,Renaissance Humanism,"Human dignity, syncretic philosophy","""Oration on the Dignity of Man""","Ficino, Kabbalah",N/A,Ficino
Giordano Bruno,1548-1600 CE,Renaissance Hermeticism,"Infinite universe, magical worldview","""On the Infinite Universe and Worlds""","Nicholas of Cusa, Hermeticism",N/A,N/A
Name,Dates,Tradition,Core Philosophy/Teachings,Notable Works,Influenced By,Teacher Of,Student Of
Jacob Boehme,1575-1624,Mystical Christianity,"Divine wisdom, opposition principles","""Aurora,"" ""The Way to Christ""","Eckhart, Paracelsus",N/A,N/A
Marin Mersenne,1588–1648,Christian philosophy,Harmonizing science and faith,"""Harmonie Universelle""",Thomas Aquinas,N/A,N/A
Ralph Cudworth,1617-1688 CE,Cambridge Platonism,"Eternal moral truths, plastic nature","""True Intellectual System of the Universe""","Plotinus, Plato",N/A,N/A
Benedict de Spinoza,1632-1677,Rationalism,"Monism, pantheism, determinism","""Ethics""","Descartes, Hobbes",N/A,N/A
G.W. Leibniz,1646-1716,Rationalism,"Monadology, theodicy, optimism","""Monadology,"" ""Theodicy""","Spinoza, Descartes",N/A,N/A
Giambattista Vico,1668–1744,Historicism,"Cyclical history, cultural development","""New Science""",N/A,N/A,N/A
Immanuel Kant,1724-1804,Critical philosophy,"Transcendental idealism, ethics","""Critique of Pure Reason,"" ""Groundwork of Metaphysics of Morals""","Hume, Leibniz",Fichte,N/A
J.B. Robinet,1735–1820,Naturalism,Evolutionary concepts,"""De la Nature""",Leibniz,N/A,N/A
Johann Wolfgang von Goethe,1749–1832,Romanticism,"Holistic science, metamorphosis","""Faust,"" scientific writings","Spinoza, Kant",N/A,N/A
Thomas Taylor,1758–1835,Neoplatonism,Revival of Greek philosophy,"Translations of Plato, Plotinus","Plato, Plotinus",N/A,N/A
J.G. Fichte,1762-1814,German Idealism,"Subjective idealism, self-consciousness","""Science of Knowledge""",Kant,N/A,Kant
G.W.F. Hegel,1770-1831,German Idealism,"Dialectics, absolute idealism","""Phenomenology of Spirit,"" ""Science of Logic""","Kant, Fichte",N/A,N/A
Samuel Taylor Coleridge,1772-1834,Romanticism,"Imagination, organic unity","""Biographia Literaria""","Kant, Schelling",N/A,N/A
Friedrich Schelling,1775-1854,German Idealism,"Nature philosophy, identity theory","""System of Transcendental Idealism""","Kant, Fichte",N/A,N/A
Lorenz Oken,1779–1851,Naturphilosophie,Evolutionary proto-concepts,"""Elements of Physiophilosophy""",Schelling,N/A,N/A
Karl C.F. Krause,1781–1832,Panentheism,Unity of God and world,"""The Ideal of Humanity""","Kant, Fichte",N/A,N/A
Arthur Schopenhauer,1788-1860,Pessimism,Will as metaphysical principle,"""The World as Will and Representation""","Kant, Eastern philosophy",Nietzsche,N/A
Ralph Waldo Emerson,1803-1882,Transcendentalism,"Self-reliance, oversoul","""Nature,"" ""Self-Reliance""","Kant, Hinduism",N/A,N/A
Name,Dates,Tradition,Core Philosophy/Teachings,Notable Works,Influenced By,Teacher Of,Student Of
Alfred Russel Wallace,1823–1913,Evolutionary theory,"Natural selection, spiritual evolution","""Darwinism,"" ""The World of Life""",Darwin,N/A,N/A
Nikolai Fyodorov,1829–1903,Russian Cosmism,"Resurrection of ancestors, spaceflight","""Philosophy of the Common Task""",Eastern Orthodoxy,Tsiolkovsky,N/A
Helena Blavatsky,1831–1891,Theosophy,"Occult evolution, ancient wisdom","""The Secret Doctrine,"" ""Isis Unveiled""",Eastern religions,N/A,N/A
Richard Maurice Bucke,1837–1902,Evolutionary mysticism,Cosmic consciousness,"""Cosmic Consciousness""","Whitman, Eastern philosophy",N/A,N/A
Friedrich Nietzsche,1844–1900,Existentialism,"Will to power, eternal recurrence","""Thus Spoke Zarathustra,"" ""Beyond Good and Evil""",Schopenhauer,N/A,N/A
Henri Bergson,1859-1941,Vitalism,"Creative evolution, élan vital","""Creative Evolution,"" ""Matter and Memory""",Spencer,N/A,N/A
Rudolf Steiner,1861-1925,Anthroposophy,"Spiritual science, human evolution","""Philosophy of Freedom,"" ""Occult Science""","Goethe, Theosophy",N/A,N/A
Alfred North Whitehead,1861-1947,Process philosophy,"Organism, prehension, creativity","""Process and Reality""","Plato, mathematics",N/A,N/A
James Mark Baldwin,1861-1934,Developmental psychology,Genetic epistemology,"""Mental Development""","Spencer, Darwin",N/A,N/A
Swami Vivekananda,1863-1902,Neo-Vedanta,Universal spirituality,"""Raja Yoga,"" ""Jnana Yoga""","Ramakrishna, Hinduism",N/A,Ramakrishna
Sri Aurobindo,1872-1950,Integral Yoga,"Spiritual evolution, supermind","""The Life Divine,"" ""Synthesis of Yoga""","Vivekananda, Hinduism",The Mother,N/A
The Mother (Mirra Alfassa),1878-1973,Integral Yoga,"Collective yoga, transformation","""Agenda,"" ""Questions and Answers""",Sri Aurobindo,N/A,Sri Aurobindo
Nikolai Berdyaev,1874-1948,Christian existentialism,"Creative freedom, personalism","""The Meaning of the Creative Act""","Solovyov, Boehme",N/A,N/A
Carl Gustav Jung,1875-1961,Analytical psychology,"Collective unconscious, individuation","""Psychological Types,"" ""Man and His Symbols""","Freud, alchemy",N/A,Freud
Martin Buber,1878-1965,Dialogical philosophy,I-Thou relationship,"""I and Thou""","Hasidism, Kierkegaard",N/A,N/A
Name,Dates,Tradition,Core Philosophy/Teachings,Notable Works,Influenced By,Teacher Of,Student Of
Cadmus,c. 1500-1200 BCE (mythological),Greek Mythology,Credited with introducing the Phoenician alphabet to Greece,N/A,Phoenician culture,N/A,N/A
Linus,c. 1400-1200 BCE (mythological),Greek Mythology,Music and rhythm; early poetic tradition,N/A,N/A,Orpheus (legend),Apollo (legend)
Tiresias,c. 1400-1200 BCE (mythological),Greek Divination,Prophecy and divine wisdom,N/A,N/A,N/A,N/A
Minos,c. 1400-1200 BCE (mythological),Cretan culture,Law and governance,N/A,Zeus (mythology),N/A,N/A
Eumolpus,c. 1300-1200 BCE (mythological),Eleusinian Mysteries,Mystery traditions and initiation rites,N/A,N/A,N/A,N/A
Orpheus,c. 1300-1100 BCE (mythological),Orphic Mysteries,"Harmony, poetry, immortality of soul",Orphic Hymns (attributed),N/A,Musaeus,Linus (legend)
Musaeus,Unknown date (mythological),Orphic tradition,Poetry and prophecy,N/A,Orpheus,N/A,N/A
Midas,c. 1200-1100 BCE (mythological),Phrygian culture,N/A,N/A,N/A,N/A,N/A
Homer,c. 8th Century BCE,Epic poetry,"Heroic ethics, fate, honor","""Iliad,"" ""Odyssey""",Oral tradition,N/A,N/A
Hesiod,c. 700 BCE,Didactic poetry,"Cosmogony, agriculture, ethics","""Theogony,"" ""Works and Days""",Homer,N/A,N/A
Name,Dates,Tradition,Core Philosophy/Teachings,Notable Works,Influenced By,Teacher Of,Student Of
Pittacus of Mytilene,c. 640-568 BCE,Seven Sages,Political wisdom,N/A,N/A,N/A,N/A
Solon,c. 630–560 BCE,Seven Sages,"Democracy, ethics, poetry","Legal reforms, poems",N/A,N/A,N/A
Periander,c. 627–585 BCE,Seven Sages,Political governance,N/A,N/A,N/A,N/A
Periander of Corinth,c. 625-585 BCE,Seven Sages,Political wisdom,N/A,N/A,N/A,N/A
Chilon of Sparta,6th Century BCE,Seven Sages,"Self-control, brevity",N/A,Spartan traditions,N/A,N/A
Cleobulus of Lindos,6th Century BCE,Seven Sages,Moderation,N/A,N/A,N/A,N/A
Bias of Priene,6th Century BCE,Seven Sages,Justice and moderation,N/A,N/A,N/A,N/A
Epimenides,c. 600 BCE,Greek religious reformer,"Purification, spiritual renewal",N/A,Cretan traditions,N/A,N/A
Name,Dates,Tradition,Core Philosophy/Teachings,Notable Works,Influenced By,Teacher Of,Student Of
Thales of Miletus,624-546 BCE,Milesian School,Water as first principle; cosmos is alive,"""On Nature"" (lost)",Egyptian mathematics,Anaximander,N/A
Anaximander,610-546 BCE,Milesian School,Apeiron (boundless) as first principle,"""On Nature"" (fragments)",Thales,Anaximenes,Thales
Abaris the Hyperborean,6th Century BCE,Northern mysticism,"Healing, prophecy",N/A,Hyperborean traditions,N/A,N/A
Anacharsis,c. 6th Century BCE,Scythian philosophy,Practical wisdom,N/A,N/A,N/A,N/A
Hermotimus of Clazomenae,6th Century BCE,Greek mysticism,"Soul travel, divination",N/A,N/A,N/A,N/A
Anaximenes,586-526 BCE,Milesian School,Air as first principle,N/A,Anaximander,N/A,Anaximander
Pherecydes of Syros,c. 580–520 BCE,Early Greek cosmology,"Immortal soul, cosmogony","""Pentemychos"" (lost)",Eastern traditions,Pythagoras,N/A
Xenophanes of Colophon,c. 570-475 BCE,Pre-Socratic critic,"Theological critique, epistemology",Poems (fragments),N/A,N/A,N/A
Cleobulina of Rhodes,6th Century BCE,N/A,"Riddles, wisdom poetry",N/A,N/A,N/A,N/A
Heraclitus,535-475 BCE,Ephesian School,"Flux, logos, unity of opposites","""On Nature"" (fragments)",N/A,N/A,N/A
Parmenides,515-450 BCE,Eleatic School,Being is one and unchanging,"""On Nature"" (fragments)",Xenophanes,Zeno of Elea,N/A
Melissus of Samos,5th century BCE,Eleatic School,Unity and unchangeable nature of reality,N/A,Parmenides,N/A,N/A
Zeno of Elea,490-430 BCE,Eleatic School,Paradoxes challenging plurality and motion,N/A,Parmenides,N/A,Parmenides
Empedocles,490-430 BCE,Pluralism,"Four elements, Love and Strife","""On Nature,"" ""Purifications"" (fragments)","Pythagoras, Parmenides",N/A,N/A
Anaxagoras,500-428 BCE,Pluralism,Nous (mind) as ordering principle,"""On Nature"" (fragments)",Ionian philosophy,"Pericles, Euripides",N/A
Archelaus,5th century BCE,Natural philosophy,Combined material monism with nous,N/A,Anaxagoras,Socrates (possibly),Anaxagoras
Leucippus,5th century BCE,Atomism,First atomic theory,N/A,Eleatic School,Democritus,N/A
Democritus,460-370 BCE,Atomism,"Atoms and void, materialism","""Little World Order"" (fragments)",Leucippus,N/A,Leucippus
Metrodorus of Chios,4th century BCE,Atomism,Skeptical atomism,N/A,Democritus,N/A,Democritus
Diogenes of Apollonia,5th century BCE,Material monist,Air as primary substance with intelligence,N/A,Anaximenes,N/A,N/A
Hippo,5th century BCE,Materialist,Water as primary element,N/A,Thales,N/A,N/A
Aspasia of Miletus,470-400 BCE,Athenian intellectual,"Rhetoric, politics",N/A,Ionian tradition,"Pericles, Socrates (possibly)",N/A
Melissus of Samos' Daughter,5th Century BCE,Eleatic School,N/A,N/A,N/A,N/A,N/A
Name,Dates,Tradition,Core Philosophy/Teachings,Notable Works,Influenced By,Teacher Of,Student Of
Protagoras,490-420 BCE,Sophist,"Relativism, ""Man is the measure""","""Truth"" (lost)",N/A,N/A,N/A
Gorgias of Leontini,483-375 BCE,Sophist,"Rhetoric, skepticism","""On Nature or the Non-Existent""",N/A,N/A,N/A
Prodicus of Ceos,5th century BCE,Sophist,"Synonymics, moral choice","""Choice of Heracles""",N/A,N/A,N/A
Hippias of Elis,5th century BCE,Sophist,"Polymathy, self-sufficiency",N/A,N/A,N/A,N/A
Antiphon,5th century BCE,Sophist,"Law vs nature, equality","""Truth,"" ""On Concord""",N/A,N/A,N/A
Thrasymachus,5th century BCE,Sophist,Justice as advantage of stronger,N/A,N/A,N/A,N/A
Critias,460-403 BCE,Sophist,"Atheism, cultural relativism","""Sisyphus"" (fragment)",N/A,N/A,N/A
Name,Dates,Tradition,Core Philosophy/Teachings,Notable Works,Influenced By,Teacher Of,Student Of
Pythagoras,570-495 BCE,Pythagoreanism,"Number as essence, harmony, reincarnation",N/A,"Pherecydes, Egyptian & Babylonian traditions","Philolaus, Empedocles",Pherecydes
Theano of Croton,6th Century BCE,Pythagoreanism,"Ethics, mathematics, medicine","""On Piety,"" ""Cosmology"" (attributed)",Pythagoras,N/A,Pythagoras
Myia,6th-5th century BCE,Pythagoreanism,"Ethics, household management",N/A,Pythagoras,N/A,Pythagoras
Arignote,6th-5th century BCE,Pythagoreanism,Mystery traditions,"""Sacred Discourse"" (attributed)",Pythagoras,N/A,Pythagoras
Damo,5th Century BCE,Pythagoreanism,"Mathematics, ethics",N/A,Pythagoras,N/A,Pythagoras
Philolaus of Croton,470-385 BCE,Pythagoreanism,"Limited and unlimited, central fire","""On Nature"" (fragments)",Pythagoras,N/A,N/A
Archytas of Tarentum,428-347 BCE,Pythagoreanism,"Mathematics, harmonics, mechanics",N/A,Philolaus,Plato (possibly),N/A
Hippasus of Metapontum,5th century BCE,Pythagoreanism,"Irrational numbers, acoustics",N/A,Pythagoras,N/A,N/A
Brontinus of Metapontum,6th-5th century BCE,Pythagoreanism,N/A,N/A,Pythagoras,N/A,N/A
Timaeus of Locri,5th-4th century BCE,Pythagoreanism,Cosmology,N/A,Pythagoras,N/A,N/A
Ocellus Lucanus,5th century BCE,Pythagoreanism,Eternity of cosmos,"""On the Nature of the Universe""",Pythagoras,N/A,N/A
Lysis of Tarentum,5th-4th century BCE,Pythagoreanism,Ethics,Letter to Hipparchus,Pythagoras,N/A,N/A
Eurytus of Croton,5th-4th century BCE,Pythagoreanism,"Number theory, pebble arrangements",N/A,Philolaus,N/A,Philolaus
