Timeline of Nonduality Throughout Eurasia,,,,,,
600–present,"Shakta Traditions (Śrī Vidyā, Kaula, etc.)","Various (e.g., Abhinavagupta)",Pan-India,"Goddess worship, Tantra, Śakti as supreme","Devi Mahatmya, Tantras",Shakta (Sect)
700–present,Smārta Tradition,Adi Śaṅkara (reformulation),South India,"Panchayatana puja (five-deity worship), Advaita orientation","Smārta texts, Upaniṣads",Syncretic (Āstika)
1000–present,Vaishnavism (General),"Various (Ramanuja, Madhva, Vallabha)",Pan-India,"Vishnu/Krishna devotion, Bhakti","Bhagavad Gītā, Bhagavata Purāṇa",Vaishnava (Sect)
1000–present,Sri Vaishnavism,Rāmānuja,Tamil Nadu,"Vishnu devotion, Viśiṣṭādvaita Vedānta","Divya Prabandham, Śrī Bhāṣya",Vaishnava (Subsect)
1500–present,Gaudiya Vaishnavism,Caitanya Mahāprabhu,Bengal,"Krishna devotion, Acintya Bhedābheda","Caitanya Caritāmṛta, Bhagavata Purāṇa",Vaishnava (Subsect)
1400–present,Vallabha Sampradāya,Vallabha,Gujarat,"Krishna as Pushti (grace), Śuddhādvaita","Subodhinī, Tattvārtha Dīpa Nibandha",Vaishnava (Subsect)
1300–present,Nimbarka Sampradāya,Nimbārka,North India,"Dvaitādvaita (dualistic non-dualism), Radha-Krishna devotion",Vedānta Pārijāta Saurabha,Vaishnava (Subsect)
1400–present,Ramanandi Sampradāya,Ramananda,North India,"Rāma devotion, social inclusivity","Ramcharitmanas, Bhakti poetry",Vaishnava (Subsect)
1800–present,Swaminarayan Sampradāya,Swaminarayan,Gujarat,"Akshar-Purushottam Darshan, Krishna/Vishnu devotion","Vachanamrut, Shikshapatri",Vaishnava (Subsect)
600–present,"Tantric Cults (Kaula, Kapalika, Aghora)","Matsyendranātha, Gorakṣanātha, etc.",Pan-India,"Tantra, left-hand practices, antinomianism, goddess and Shiva worship","Tantras, oral traditions",Tantric (Syncretic)
400 BCE–present,Pāṇini Darśana (Sphoṭavāda),"Pāṇini, Bhartṛhari",Northern India,"Philosophy of language, Sphoṭa theory","Aṣṭādhyāyī, Vākyapadīya",Linguistic (Āstika)
400 BCE–present,Ajñāna,Sanjaya Belatthiputta,Northern India,"Radical skepticism, agnosticism",-,Nāstika (Minor)
1900–present,Integral Yoga,Sri Aurobindo,Bengal,"Synthesis of yoga, evolution of consciousness",The Life Divine,Modern (Āstika)
1850–present,Neo-Vedanta,"Vivekananda, Radhakrishnan",Pan-India,"Modern reinterpretation of Vedānta, universalism","Raja Yoga, various modern texts",Modern (Āstika)
1875–present,Arya Samaj,Swami Dayananda Saraswati,"Gujarat, North India","Vedic reform, monotheism, social reform",Satyarth Prakash,Reformist (Āstika)
1828–present,Brahmo Samaj,Raja Ram Mohan Roy,Bengal,"Monotheism, reform, anti-idolatry",Brahmo Dharma Granth,Reformist (Āstika)
