1. Overview of the Avatamsaka Sutra's Structure,,,,,
9.0,Ten Ages in a Moment,Time is non-linear; past/future interexist.,,,
10.0,Perfect Accomplishment,All dharmas simultaneously complete Buddhahood.,,,
Characteristic,Sanskrit,Meaning,,,
1. Universality,Samanya,"Wholeness (e.g., a house as a single entity).",,,
2. Particularity,Vaiśeṣika,"Distinct parts (e.g., the house’s roof, walls).",,,
3. Unity,Lakṣaṇa,Harmony of parts forming a whole.,,,
4. Diversity,Anvaya,Differences within unity.,,,
5. Formation,Sambhoga,Dependent arising of the whole.,,,
6. Emptiness,Śūnyatā,Lack of inherent existence.,,,
Teaching No.,Name,Description,,,
1.0,Hīnayāna,"Focus on individual liberation (e.g., Śrāvakayāna).",,,
2.0,Initial Mahāyāna,"Basic emptiness teachings (e.g., Prajñāpāramitā).",,,
3.0,Final Mahāyāna,Yogācāra and Tathāgatagarbha.,,,
4.0,Sudden Teaching,"Direct insight (e.g., Chan/Zen).",,,
5.0,Round (Huayan) Teaching,Perfect interpenetration; supreme doctrine.,,,
Samādhi No.,Name (Sanskrit/English),Purpose,,,
1.0,Ocean Seal (Sāgaramudrā),Reflects all phenomena like a calm ocean.,,,
2.0,Lion’s Roar (Siṃhanāda),Fearless proclamation of Dharma.,,,
3.0,Heroic Progress (Śūraṅgama),Unshakable concentration.,,,
...,...,...,,,
21.0,Illuminating All Realms,Reveals Buddha-fields in a single thought.,,,
Book No.,Title,Description,,,
1.0,The Wonderful Adornments of the Leaders of the Worlds,"Introduction to Vairocana Buddha's enlightenment and the cosmic Lotus World; describes the ""Ocean of Worlds"" (interdependent Buddha-realms)",,,
2.0,The Appearance of the Tathāgata,Buddha's light illuminates all realms; assembly of bodhisattvas gathers,,,
Stage No.,Sanskrit Name,English Name,Key Qualities,Obstacles Overcome,Practices Emphasized
1.0,Pramuditā,Joy,Joy in truth realization,Attachment to self,Generosity
2.0,Vimalā,Purity,Moral purity,Violations of precepts,Ethical conduct
3.0,Prabhākarī,Luminous,Radiant wisdom,Dullness,Meditation
4.0,Arcismatī,Blazing,Burning away ignorance,Wrong views,Wisdom
5.0,Sudurjayā,Hard to Conquer,Triumph over delusion,Doubt,Perseverance
6.0,Abhimukhī,Face-to-Face,Direct perception,Clinging to emptiness,Insight
7.0,Dūraṅgamā,Far-Going,Skillful means,Partiality,Compassion
8.0,Acalā,Immovable,Unshakable commitment,Laziness,Vows
9.0,Sādhumatī,Good Wisdom,Perfect understanding,Intellectual pride,Teaching
10.0,Dharmameghā,Cloud of Dharma,Complete mastery,Subtle obscurations,All perfections
Treasury No.,Name,Description,,,
1.0,Faith,Unshakable confidence in Dharma,,,
2.0,Moral Conduct,Ethical purity and vows,,,
3.0,Shame,Remorse for wrongdoing,,,
4.0,Conscience,Commitment to virtue,,,
5.0,Learning,Mastery of teachings,,,
6.0,Generosity,Selfless giving,,,
7.0,Wisdom,Insight into emptiness,,,
8.0,Mindfulness,Awareness of Buddha-nature,,,
9.0,Retention,Memorization of Dharma,,,
10.0,Eloquence,Skillful teaching,,,
Dedication No.,Name,Purpose,,,
1.0,To All Beings,Merit shared universally,,,
2.0,To All Dharmas,Non-attachment to teachings,,,
3.0,To All Realms,Purification of Buddha-fields,,,
4.0,To All Space,Infinite compassion,,,
5.0,To All Virtues,Accumulation of wisdom,,,
6.0,To All Practices,Integration of methods,,,
7.0,To All Adornments,Beautifying spiritual paths,,,
8.0,To All Vehicles,Guidance for all capacities,,,
9.0,To All Truths,Realization of ultimate reality,,,
10.0,To All Miracles,Manifestations for liberation,,,
Level,Chinese,Sanskrit,Description,,
1.0,事 (Shi),Dharma-lakṣaṇa,Phenomenal reality,,
2.0,理 (Li),Dharma-dhātu,Ultimate truth/emptiness,,
3.0,事理無礙,Shi-li wu-ai,Non-obstruction of phenomena-principle,,
4.0,事事無礙,Shi-shi wu-ai,Interpenetration of all phenomena,,
Characteristic,Sanskrit,Description,,,
1. Universality,Samanya,Wholeness of phenomena,,,
2. Particularity,Vaiśeṣika,Distinct parts,,,
3. Unity,Lakṣaṇa,Harmony of parts,,,
4. Diversity,Anvaya,Differences within unity,,,
5. Formation,Sambhoga,Dependent arising,,,
6. Emptiness,Śūnyatā,Lack of inherent existence,,,
Teacher No.,Name,Role,Lesson,,
1.0,Mañjuśrī,Bodhisattva,Initiates quest,,
2.0,Meghaśrī,Monk,Meditation on light,,
3.0,Sarvagāminī,Nun,Universal compassion,,
...,...,...,...,,
52.0,Maitreya,Future Buddha,Tower of Infinite Forms,,
53.0,Samantabhadra,Bodhisattva,Interpenetration,,
Book No.,Title,Description,,,
80.0,Samantabhadra's Vows,Culmination of path (10 Great Vows),,,
-,Cosmic Vision,Sudhana realizes unity of all teachings,,,
Gate No.,Chinese Name,English Name,,,
1.0,同時具足相應門,Simultaneous Complete Interdependence,,,
2.0,廣狹自在無礙門,All Pervasive Unity,,,
...,...,...,,,
10.0,主伴圓明具德門,Perfect Accomplishment,,,
Teaching No.,Chinese Name,English Name,,,
1.0,小教,Hīnayāna,,,
2.0,始教,Initial Mahāyāna,,,
3.0,終教,Final Mahāyāna,,,
4.0,頓教,Sudden Teaching,,,
5.0,圓教,Perfect Teaching,,,
Samādhi No.,Sanskrit Name,English Name,,,
1.0,Sāgaramudrā,Ocean Seal,,,
2.0,Siṃhanāda,Lion's Roar,,,
...,...,...,,,
21.0,Vimokṣa,Total Liberation,,,
Gate No.,Chinese Name,English Name,Description,,
1.0,同時具足相應門,Simultaneous Complete Interdependence,All phenomena arise together in mutual dependence,,
2.0,廣狹自在無礙門,All Pervasive Unity,One dharma contains the entire cosmos,,
3.0,一多相容不同門,Freedom of Non-Obstruction,The one and many coexist without hindrance,,
4.0,諸法相即自在門,Mutual Identity of All Phenomena,Form is emptiness; distinctions are illusory,,
5.0,隱密顯了俱成門,Hidden and Revealed,The profound manifests in the mundane,,
6.0,微細相容安立門,Peaceful Coexistence,Opposites (good/evil) harmonize,,
7.0,因陀羅網境界門,Indra's Net,Infinite jeweled net metaphor for universe,,
8.0,託事顯法生解門,Using World to Explain Dharma,Conventional reality points to ultimate truth,,
9.0,十世隔法異成門,Ten Ages in a Moment,Past/present/future interexist in one thought,,
10.0,主伴圓明具德門,Perfect Accomplishment,All dharmas simultaneously complete Buddhahood,,
Teaching No.,Chinese Name,English Name,Key Characteristics,,
1.0,小教,Hīnayāna,Focus on individual liberation (Four Noble Truths),,
2.0,始教,Initial Mahāyāna,Provisional emptiness (Prajñāpāramitā),,
3.0,終教,Final Mahāyāna,Buddha-nature (Tathāgatagarbha) and Yogācāra,,
4.0,頓教,Sudden Teaching,Direct insight beyond words (Chan/Zen),,
5.0,圓教,Perfect Teaching,Huayan's complete interpenetration doctrine,,
Samādhi No.,Sanskrit Name,English Name,Key Feature,,
1.0,Sāgaramudrā,Ocean Seal,Mind reflects all phenomena like calm ocean,,
2.0,Siṃhanāda,Lion's Roar,Fearless proclamation of Dharma,,
3.0,Śūraṅgama,Heroic Progress,Unshakable concentration,,
4.0,Buddhāloka,Buddha's Radiance,Emits light dispelling ignorance,,
5.0,Vajra,Diamond,Indestructible wisdom,,
6.0,Padma,Lotus,Purity amid defilements,,
7.0,Candraprabha,Moonlight,Cools afflictions,,
8.0,Ratnāloka,Jewel Light,Illuminates Buddha-fields,,
9.0,Nirbhaya,Fearlessness,Transcends all fears,,
10.0,Samantāloka,Illuminating All Realms,Reveals infinite realms instantly,,
11.0,Ākāśagarbha,Space Treasury,Mind expands like infinite space,,
12.0,Ratnajāla,Jewel Net,Perceives Indra's Net interdependence,,
13.0,Mahākaruṇā,Great Compassion,Radiates boundless compassion,,
14.0,Prajñājvāla,Wisdom Flame,Burns away delusion,,
15.0,Dharmadhvani,Sound of Dharma,Hears all teachings as one,,
16.0,Samantamukha,Universal Door,Unifies all practice methods,,
17.0,Ṛddhibala,Power of Truth,Mastery over phenomena,,
18.0,Acala,Unmoving,Undisturbed mind,,
19.0,Sūryodaya,Sunrise,Wisdom dawns like sun,,
20.0,Dharmameghā,Cloud of Dharma,Nourishes with Dharma-rain,,
21.0,Vimokṣa,Total Liberation,Freedom from all constraints,,
