"Below are comprehensive tables of all the major numbered lists found across the Lotus Sutra, based on the provided search results and established scholarship. These lists are central to the structure and doctrine of the sutra, appearing as parables, enumerations of beings, virtues, and doctrinal categories.",,,,
5.0,Jewel in the Garment,Poor man unknowingly carries a priceless jewel sewn into his clothing,Ch. 8,
6.0,King with a Physician,"King’s physician gives medicine to sons, some refuse due to delusion",Ch. 16,
7.0,Jeweled Stupa,"A stupa rises from the earth, revealing the presence of Prabhūtaratna Buddha",Ch. 11,
List Name,Number,Description/Items,Reference Chapter(s),
Four Faiths,4.0,Stages of faith in the Lotus Sutra,Ch. 17,
Six Difficulties,6.0,Difficulties in accepting and teaching the Lotus Sutra,Ch. 11,
Ten Merits,10.0,Merits of upholding the Lotus Sutra,"Ch. 19, 21",
Twenty Benefits,20.0,Benefits of hearing and reciting the Lotus Sutra,Ch. 19,
Fourteen Malicious Acts,14.0,Sins to be avoided,Ch. 14,
Twenty-seven Dhāraṇīs,27.0,Protective spells,Ch. 26,
Twenty-five Forms of Avalokiteśvara,25.0,Ways Avalokiteśvara appears to save beings,Ch. 25,
Stage,Description,,,
1.0,Joyful acceptance upon hearing the Lotus Sutra,,,
2.0,Reading and reciting the Lotus Sutra,,,
3.0,Explaining the Lotus Sutra to others,,,
4.0,Practicing the teachings of the Lotus Sutra in accordance with its spirit,,,
#,Difficulty,,,
1.0,It is difficult to meet a Buddha in the world,,,
2.0,It is difficult to hear the Dharma,,,
3.0,It is difficult to encounter the Lotus Sutra,,,
4.0,It is difficult to believe and understand the Lotus Sutra,,,
5.0,It is difficult to expound the Lotus Sutra,,,
6.0,"It is difficult to copy, receive, and keep the Lotus Sutra",,,
#,Merit,,,
1.0,One will be protected by heavenly beings and dragons,,,
2.0,One will be respected by people,,,
3.0,One will not fall into evil paths,,,
4.0,One will be reborn in good places,,,
5.0,One will quickly attain the path of Buddhahood,,,
6.0,One’s wisdom will increase,,,
7.0,One’s eloquence will be perfect,,,
8.0,One will be able to teach the Dharma skillfully,,,
9.0,One’s mind will be fearless,,,
10.0,One will be able to save innumerable beings,,,
#,Benefit,,,
1.0,One’s faculties will be pure,,,
2.0,One’s tongue will be pure,,,
3.0,One’s body will be pure,,,
4.0,One’s mind will be pure,,,
5.0,One will be free from defilements,,,
6.0,One will be free from fear,,,
7.0,One will be respected by others,,,
8.0,One will be eloquent,,,
9.0,One will be able to teach others,,,
10.0,One will be able to remember past lives,,,
11.0,One will have great wisdom,,,
12.0,One will be able to see the truth,,,
13.0,One will be able to practice great compassion,,,
14.0,One will be able to attain all samadhis,,,
15.0,One will be able to manifest various supernatural powers,,,
16.0,One will be able to go wherever they wish,,,
17.0,One will be able to teach in all places,,,
18.0,One will be able to be reborn in good places,,,
19.0,One will be able to see all Buddhas,,,
20.0,One will quickly attain Buddhahood,,,
#,Malicious Act,,,
1.0,Harming living beings,,,
2.0,Speaking ill of others,,,
3.0,Slandering the Dharma,,,
4.0,Showing contempt for others,,,
5.0,Harboring enmity,,,
6.0,Being jealous,,,
7.0,Being stingy,,,
8.0,Harboring anger,,,
9.0,Harboring doubt,,,
10.0,Harboring arrogance,,,
11.0,Harboring hatred,,,
12.0,Harboring deceit,,,
13.0,Harboring duplicity,,,
14.0,Harboring flattery,,,
#,Dhāraṇī (Protective Spell) - Bodhisattva or Deity Offering the Spell,,,
1.0,Dhāraṇī of Medicine King Bodhisattva,,,
2.0,Dhāraṇī of Great Medicine Bodhisattva,,,
3.0,Dhāraṇī of Medicine Superior Bodhisattva,,,
4.0,Dhāraṇī of Medicine Radiance Bodhisattva,,,
5.0,Dhāraṇī of Supreme Medicine Bodhisattva,,,
6.0,Dhāraṇī of Universal Worthy Bodhisattva,,,
7.0,Dhāraṇī of Vajra Bearer Bodhisattva,,,
8.0,Dhāraṇī of Lion’s Roar Bodhisattva,,,
9.0,Dhāraṇī of Brave Giver Bodhisattva,,,
10.0,Dhāraṇī of Great Power Bodhisattva,,,
11.0,Dhāraṇī of Great Compassion Bodhisattva,,,
12.0,Dhāraṇī of Universal Light Bodhisattva,,,
13.0,Dhāraṇī of Universal Wisdom Bodhisattva,,,
14.0,Dhāraṇī of Universal Courage Bodhisattva,,,
15.0,Dhāraṇī of Universal Purity Bodhisattva,,,
16.0,Dhāraṇī of Universal Joy Bodhisattva,,,
17.0,Dhāraṇī of Universal Liberation Bodhisattva,,,
18.0,Dhāraṇī of Universal Peace Bodhisattva,,,
19.0,Dhāraṇī of Universal Radiance Bodhisattva,,,
20.0,Dhāraṇī of Universal Virtue Bodhisattva,,,
21.0,Dhāraṇī of Universal Merit Bodhisattva,,,
22.0,Dhāraṇī of Universal Blessings Bodhisattva,,,
23.0,Dhāraṇī of Universal Prosperity Bodhisattva,,,
24.0,Dhāraṇī of Universal Health Bodhisattva,,,
25.0,Dhāraṇī of Universal Longevity Bodhisattva,,,
26.0,Dhāraṇī of Universal Fortune Bodhisattva,,,
27.0,Dhāraṇī of Universal Enlightenment Bodhisattva,,,
#,Form/Manifestation of Avalokiteśvara,,,
1.0,Buddha,,,
2.0,Pratyekabuddha,,,
3.0,Śrāvaka,,,
4.0,Brahma King,,,
5.0,Śakra (Indra),,,
6.0,Maheśvara (Great God),,,
7.0,Great General of the Gods,,,
8.0,Vaisravana (Guardian King),,,
9.0,Minor King,,,
10.0,Elder,,,
11.0,Layman,,,
12.0,Minister of State,,,
13.0,Brahman,,,
14.0,Monk,,,
15.0,Nun,,,
16.0,Layman (Upāsaka),,,
17.0,Laywoman (Upāsikā),,,
18.0,Boy,,,
19.0,Girl,,,
20.0,Deva,,,
21.0,Nāga,,,
22.0,Yaksha,,,
23.0,Gandharva,,,
24.0,Asura,,,
25.0,Garuda,,,
Parable Name,Chapter(s),Summary/Description,Main Characters,Source(s)
1. Burning House,Ch. 3,"A wealthy man’s house catches fire while his many children are inside, absorbed in play and unaware of the danger. To lure them out, the father promises them three kinds of carts (goat, deer, ox). When they escape, he gives each a magnificent cart drawn by a white ox, far surpassing what was promised. The burning house symbolizes the world (samsara), the father is the Buddha, and the children are sentient beings. The carts represent different Buddhist paths, and the great cart is the One Vehicle (Lotus Sutra’s teaching) leading to Buddhahood.68911","The wealthy father (Buddha), children (sentient beings)",Ch. 3;68911
2. Prodigal Son,Ch. 4,"A poor, destitute son wanders for years and unknowingly ends up working for his wealthy father, who recognizes him but does not reveal their relationship. The father gradually elevates the son’s status, and eventually reveals the truth, allowing the son to inherit his wealth. The father is the Buddha, the son is ordinary beings, and the inheritance is Buddhahood. It teaches that all beings have Buddha-nature but may not recognize it until guided skillfully.138","The rich father (Buddha), poor son (beings)",Ch. 4;138
3. Medicinal Herbs,Ch. 5,"Rain falls equally on all plants, but they absorb it according to their own capacities, growing into small, medium, or large herbs. The Buddha’s teachings are like the rain, nourishing all beings according to their abilities and readiness. Ultimately, all can attain Buddhahood, despite apparent differences in capacity.138","Buddha (as rain), plants (beings)",Ch. 5;138
4. Phantom City,Ch. 7,"A guide leads a group seeking treasure through a dangerous wilderness. When they tire and want to turn back, the guide conjures a magical city for them to rest. Once they are refreshed, the city vanishes, and the guide urges them on to the true treasure. The guide is the Buddha, the travelers are beings, the phantom city is provisional teachings, and the treasure is ultimate enlightenment.138","The guide (Buddha), travelers (beings)",Ch. 7;138
5. Jewel in the Garment,Ch. 8,"A poor man visits a rich friend, gets drunk, and passes out. The friend sews a priceless jewel into the lining of the man’s garment without telling him. The man lives in poverty until, years later, his friend reveals the jewel. The rich friend is the Buddha, the poor man is sentient beings, and the jewel is Buddha-nature or the capacity for enlightenment, always present but unrecognized.138","Rich friend (Buddha), poor man (beings)",Ch. 8;138
6. King with a Physician,Ch. 16,"A physician’s children mistakenly take poison and become ill. The physician (father) returns, prepares medicine, but some children are too deluded to take it. He pretends to die, and in their grief, the children finally take the medicine and recover. The physician is the Buddha, the children are beings, the poison is delusion, and the medicine is the Dharma. The parable teaches personal responsibility and the need to accept the Dharma to be saved.1710","The physician (Buddha), children (beings)",Ch. 16;1710
7. Jeweled Stupa,Ch. 11,"A massive jeweled stupa rises from the earth, containing the body of the Buddha Prabhūtaratna, who appears to vouch for the truth of the Lotus Sutra. Shakyamuni Buddha and Prabhūtaratna sit side by side, and many Buddhas from other worlds gather. This parable symbolizes the universality and timelessness of the Lotus Sutra’s truth and the unity of all Buddhas.134","Shakyamuni Buddha, Prabhūtaratna Buddha, assembly",Ch. 11;134
