"Below is a detailed timeline table of the Saka-Scythian culture, beginning with the Proto-Indo-European (PIE) culture and proceeding through major migrations, events, figures, wars, prophets, tribes, and interactions with other civilizations. Dates are provided with approximate BCE values, including 876 BCE timestamps where possible.",,,,,
c. 520–518,Darius I’s campaign against Saka,"Darius I (Persia), Skunxa (Saka king)","Darius I defeats Massagetae/Sakā tigraxaudā, captures King Skunxa, incorporates Saka into Achaemenid Empire1.",,
c. 500,"""Golden Lady"" burial, Taksai kurgans",Saka elite,Royal Saka burial in Kazakhstan; evidence of elite culture1.,,
c. 400–300,Pazyryk culture,Saka chieftains,Pazyryk burials in Altai (Ukok Plateau) show Saka elite connections; similar to Tarim mummies1.,,
c. 300–100,Saka migrations into South Asia,"Indo-Saka, Indo-Scythians","Saka tribes migrate into Bactria, Sogdiana, Arachosia; establish Indo-Saka kingdoms5.",,
c. 110,Indo-Saka kingdom in Arachosia,Indo-Saka kings,Indo-Saka take Arachosia from local rulers5.,,
c. 80,King Maues invades Indo-Greek kingdoms,"Maues (Indo-Saka king), Amyntas (Indo-Greek)",Indo-Saka under Maues invade Indo-Greek territories; resistance by Indo-Greek and Saka dynasties5.,,
c. 70,Fall of Maues’ kingdom,"Indo-Greeks, Indo-Saka",Indo-Greeks reconquer territory from Indo-Saka5.,,
c. 10,Rajuvula defeats last Indo-Greek king,"Rajuvula (Indo-Saka king), Strato II (Indo-Greek king)","End of Indo-Greek rule, rise of Indo-Saka dominance in northwest India5.",,
4th–2nd c.,Sarmatian ascendancy,Sarmatians (East Iranian),"Sarmatians, related to Saka, conquer Scythians in the west, later interact with Romans and Slavs8.",,
Date (BCE),Event/Period,Region,Major Figures/Tribes,Key Events & Cultural Developments,Religion & Mythology
c. 5000-4000,Early PIE development,"Eastern Europe, Pontic-Caspian steppe",Proto-Indo-Europeans,Early stages of Proto-Indo-European culture and language development; domestication of horses begins,"Earliest forms of PIE religion with sky father (Dyēus Pḥatēr), thunder god (Perkwunos), and twin horsemen deities; nature worship"
c. 4500-3500,Yamnaya horizon,"Pontic-Caspian steppe, Eastern Europe",Yamnaya culture,Pastoral nomadism develops; wheeled vehicles appear; extensive use of horses; kurgan burial tradition begins,"Tripartite cosmology (sky, earth, underworld); ritual horse sacrifices; ancestor worship; development of warrior cult"
c. 3300-2600,Corded Ware expansion,Northern/Central Europe,Early Indo-Europeans,Migration from steppes into Europe; characteristic cord-impressed pottery; continued use of kurgans,Sky-god worship; solar symbolism; fire rituals; evidence of ritual drinking ceremonies
c. 3000-2500,Early Indo-Iranian split,"Southern Urals, Kazakhstan",Proto-Indo-Iranians,Differentiation of Indo-Iranian branch from other PIE groups; early bronze technology,Development of asura/deva concepts; fire worship becomes central; soma ritual appears
c. 2500-2000,Sintashta-Petrovka culture,"Southern Urals, Western Siberia",Proto-Indo-Iranians,Fortified settlements; advanced bronze metallurgy; sophisticated chariot warfare; elaborate burial rituals,Proto-form of Vedic/Avestan religious concepts; horse sacrifices elaborate; fire altars appear
c. 2000-1600,Andronovo horizon,"Kazakhstan, Southern Siberia",Early Indo-Iranians,Spread of metallurgy; pastoral economy; expansion eastward,Development of dualistic cosmology; fire worship formalized; early forms of haoma/soma cult
c. 1800-1600,Timber-Grave (Srubnaya) culture,"Pontic steppe, Don-Volga region",Western Indo-Iranians,Semi-settled pastoralism; distinctive pottery; bronze working,Animal sacrifice rituals; ancestor veneration; female deity figurines found
c. 1600-1400,Fedorovo culture,"Kazakhstan, Southern Siberia",Eastern Indo-Iranians,Distinctive cremation practices; decorated pottery; developed bronze metallurgy,Solar symbolism prominent; fire rituals for cremation; evidence of ritual feasting
c. 1400-1000,Late Bronze Age steppe cultures,"Central Asia, Southern Siberia",Proto-Scythians/Sakas,"Transition to iron; increased mobility; development of early ""animal style"" art",Proto-form of Scythian tripartite social/religious structure; early shamanic practices
c. 1000-800,Karasuk culture,"Minusinsk Basin, Altai region",Proto-Saka,Distinctive bronze weapons and tools; increased contact with East Asian cultures,Animal sacrifice rituals; early animal style art with mythological motifs; evidence of sun worship
c. 900-800,Early Scythian formation,"Northern Black Sea, Caucasus",Proto-Scythians,Early Scythian groups form from steppe cultures; development of distinctive material culture,Warrior cult emerges; fire worship; sacrificial rituals; early evidence of female deities
c. 800-700,Saka tribal formation,"Central Asia, Kazakhstan",Early Saka tribes,Formation of distinct Saka tribal confederations; development of regional variations,Animal sacrifice rituals; veneration of nature spirits; early evidence of initiation ceremonies
c. 800-700,Cimmerian period,"North Pontic steppe, Anatolia",Cimmerians,First historically documented steppe nomads; pressure from early Scythians forces westward migration,Warrior burial rites; horse sacrifices; possible cult of the hearth
c. 750-700,Early Scythian expansion,"Caucasus, Near East",Royal Scythians (Paralatae),First major Scythian expansion into Near East; conflicts with Urartians and Assyrians,Development of royal ancestor cult; battlefield rituals; warrior initiation ceremonies
c. 700-650,Scythian raids in Near East,"Mesopotamia, Anatolia, Levant","Scythian warriors, Ishpakai (leader)",Extensive raiding campaigns in Near East; alliances with Assyrians against Cimmerians,Warrior cult strengthens; battlefield sacrifice rituals; adoption of Near Eastern religious elements
c. 650-600,Scythian dominance in Near East,"Anatolia, Northern Mesopotamia","Madyes (Scythian king), Bartatua",Scythian kingdom in Northern Mesopotamia; marriage alliance with Assyrian royal family,Syncretism with Near Eastern religions; royal cult elaborated
c. 650-550,Saka Paradraya,Trans-Danubian regions,"Saka ""beyond the sea""",Western Saka groups mentioned in Persian sources; interactions with Thracians,Horse cults; warrior veneration; possible female deity worship
c. 650-550,Saka Tigraxaudā,"Fergana Valley, Tien Shan","""Pointed-hat Saka""",Distinctive pointed headgear; development of unique material culture,Shamanic practices; mountain worship; animal sacrifice rituals
c. 650-550,Saka Haumavargā,"Sogdiana, Bactria","""Haoma-drinking Saka""",Named for ritual use of haoma (psychoactive plant); distinctive religious practices,Haoma rituals central to religious life; ecstatic ceremonies; possible priesthood developing
c. 630-600,Massagetae emergence,"Aral Sea region, Lower Syr Darya",Massagetae tribal confederation,Formation of powerful tribal confederation; mentioned by Herodotus,Sun worship; horse sacrifices; possible sacred marriage rituals
c. 625-585,Scythian retreat from Near East,Pontic steppe,Scythian tribes,Pressure from Medes forces Scythians to retreat to homeland areas,Warrior cults continue; development of elaborate burial rituals
c. 600-550,Formation of Classical Scythian culture,North Pontic region,"Royal Scythians, Auchatae, Catiari, Traspians, Paralatae","Consolidation of Scythian power in North Pontic region; development of distinctive ""Scythian triad"" material culture",Formalization of religious practices; establishment of sacred territories; warrior cult elaboration
c. 580-540,Anacharsis' travels,"Greece, Pontic steppe",Anacharsis (Scythian philosopher),Scythian noble travels to Greece; cultural exchange,Introduction of Greek philosophical ideas to Scythian elite
c. 550-530,Saka Tasmola culture,Central Kazakhstan,Saka tribal groups,"Distinctive kurgan burials; regionalized ""animal style"" art",Animal sacrifice; funerary feasts; evidence of female priestesses
c. 530-520,Darius I's Scythian campaign,North of Black Sea,Idanthyrsus (Scythian king),"Failed Persian invasion of Scythia; ""Scythian tactics"" of retreat and harassment",Battlefield rituals; sacrifice to war deities; oath ceremonies by weapons
c. 520-518,Darius I's campaign against Eastern Saka,Central Asia,Skunxa (Saka king),Persian conquest of some Saka territories; capture of King Skunxa,Regional religious practices continue despite political subjugation
c. 513,Persian expedition to Europe,"Thrace, Scythia","Darius I (Persia), Idanthyrsus (Scythia)",Failed Persian campaign against European Scythians,Scythians invoke river gods; perform rituals to ensure victory
c. 500-450,Classical Scythian period,North Pontic steppe,Royal Scythians,Height of Scythian power in North Pontic region; extensive trading networks with Greek colonies,Elaborate burial rituals; divine kingship concepts; warrior cult at its height
c. 500-400,Saka-Persian relations,Central Asia,Various Saka tribes,Some Saka groups serve in Persian armies; others maintain independence,Adoption of some Zoroastrian elements; maintenance of traditional practices
c. 450-400,Issedones activity,"Western Siberia, Urals",Issedones,Trade relationships with Scythian groups; described by Herodotus,Ancestor worship; skull-cult practices; ritual cannibalism reported by Herodotus
c. 450-425,Arimaspi legends,"Kazakhstan, Altai",Arimaspi (legendary one-eyed people),Legendary conflicts with gold-guarding griffins; may relate to real mining tribes,Mythological elements incorporated into religious narratives; shamanic vision quests possible inspiration
c. 450-430,Scythian-Greek relations,North Pontic colonies,Scyles (Hellenized Scythian king),Cultural exchange with Greek colonies; Hellenization of some Scythian elites,Syncretism of Greek and Scythian religious practices; initiation into Greek mysteries
c. 430-400,Scythian internal conflicts,North Pontic steppe,"Scyles, Octamasadas",Conflict over Hellenization; traditional Scythians overthrow Hellenized king,Reassertion of traditional religious practices; rejection of foreign influence
c. 400-375,Scythian-Thracian conflicts,Western Pontic region,Scythian and Thracian tribes,Border conflicts and raids; competition for trade routes,Warrior cult reinforced; battlefield rituals elaborate
c. 400-300,Pazyryk culture,Altai Mountains,Saka chieftains,Elaborate frozen tombs preserve organic materials; distinctive art style,Sophisticated cosmology; evidence of belief in afterlife; shamanic practices; psychoactive substance use
c. 400-300,Tasmola culture,Central Kazakhstan,Saka tribes,"Distinctive burial practices; regional variation of ""animal style""",Sun worship; animal sacrifices; evidence of seasonal ritual cycles
c. 400-350,Issyk Golden Man burial,"Semirechye, Kazakhstan",Saka elite warrior-priest,Famous golden costume burial; possible evidence of sacral kingship,Elaborate priesthood regalia; evidence of solar cult; possible royal initiation rituals
c. 390-380,Ateas born,Pontic Steppe,Ateas (future Scythian king),Birth of king who would later unite Scythian tribes,Royal lineage rituals; birth ceremonies for elite children
c. 375-325,Scythian-Macedonian relations,North Pontic region,"Ateas, Philip II of Macedon",Scythian expansion westward; conflict with Macedon,Warrior oaths; battlefield rituals; divination practices before campaigns
c. 339,Death of King Ateas,Danube region,Ateas (Scythian king),Killed in battle against Philip II of Macedon; end of unified Scythian power,Royal funeral rituals; warrior cult practices; succession ceremonies
c. 330-300,Scythian decline in Pontic region,North Pontic steppe,Various Scythian leaders,Pressure from Sarmatians and other groups; loss of territory,Crisis cults emerge; increased sacrifices; intensification of traditional practices
c. 329-327,Alexander's campaigns in Central Asia,"Sogdiana, Bactria",Saka tribal groups,Resistance against Macedonian invasion; some Saka submit,Local religious practices continue; some adoption of Greek elements by elites
c. 310-250,Scythian Little Empire,"Crimea, Lower Dnieper",Late Scythian kings,Formation of more settled Scythian state centered on Crimea and lower Dnieper,Urbanized religious practices; temple construction; continued animal sacrifices
c. 300-250,Sarmatian expansion,East of Don River,"Sarmatian tribes (Roxolani, Iazyges, Alans)",Related Iranian steppe peoples expand westward; pressure on Scythians,Warrior cult similar to Scythians; possible female warrior priestesses (Amazon legends)
c. 300-200,Saka expansion into Tarim Basin,"Xinjiang, Tarim Basin",Eastern Saka groups,Migration into Tarim Basin; interaction with Chinese states,Local adaptation of religious practices; shamanic elements; adoption of Buddhist concepts later
c. 250-200,Greco-Bactrian conflicts with Saka,"Bactria, Sogdiana","Saka tribes, Greco-Bactrian kingdom",Border conflicts; raids by Saka into Greco-Bactrian territory,Maintenance of traditional practices; some Hellenistic influence
c. 200-100,Yuezhi migration,Central Asia,"Yuezhi, Saka tribes",Pressure from Xiongnu forces Yuezhi westward; displacement of Saka groups,Displacement causes religious adaptations; ancestor cult reinforced for identity
c. 160-130,Saka migration into Bactria,"Bactria, Sogdiana",Various Saka tribes,Saka groups migrate into Greco-Bactrian territory,Traditional religious practices maintained; adaptation to settled contexts
c. 145-130,Rise of Saka power in Bactria,Bactria,Saka tribal leaders,Saka displace Greco-Bactrians from northern territories,Warrior cult practices continue; adoption of some Greek religious elements
c. 130-100,Indo-Scythian migration,"Arachosia, Gandhara",Saka tribal groups,Movement into northwestern Indian subcontinent,Adaptation of religious practices; encounter with Indian religions
c. 110-80,Indo-Scythian kingdom in Arachosia,Southern Afghanistan,Indo-Scythian rulers,Establishment of Indo-Scythian power center,Syncretism with local religious practices; early Buddhist contact
c. 100-50,Maues' kingdom,"Gandhara, Punjab",Maues (Indo-Scythian king),Major Indo-Scythian kingdom established,Religious syncretism; support for various religious traditions; appearance on coins of Greek and Indian deities
c. 90-60,Vonones and Spalirises,Indo-Scythian territories,"Vonones, Spalirises",Indo-Scythian rulers expand territories,Continued syncretism; patronage of Buddhist establishments
c. 80-60,Indo-Scythian expansion in India,Western India,Indo-Scythian rulers,Maximum extent of Indo-Scythian control,Adoption of Indian religious elements; patronage of various traditions
c. 60-20,Late Indo-Scythian period,Northwestern India,"Azes I, Azilises",Indo-Scythian rule consolidated; introduction of Vikrama era,Increasing Indianization of religious practices; Buddhist patronage
c. 50 BCE-50 CE,Indo-Parthian displacement of Indo-Scythians,"Arachosia, Gandhara","Gondophares (Indo-Parthian), Indo-Scythian rulers",Indo-Parthians displace Indo-Scythians from some regions,Further syncretism; continued Buddhist patronage
c. 35-10,Rule of Azes II,"Gandhara, Punjab",Azes II,Last major Indo-Scythian ruler,"Buddhist patronage; evidence of Greek, Iranian, and Indian religious elements"
c. 20 BCE-10 CE,Rajuvula's rule,Mathura region,Rajuvula (Saka Kshatrapa),Indo-Scythian control of Mathura region,Syncretic religious practices; destruction and later patronage of Buddhist sites
c. 10,Defeat of last Indo-Greek king,Punjab,"Rajuvula, Strato II",End of Indo-Greek rule,Continued religious syncretism
c. 10-30 CE,Western Kshatrapas emerge,"Gujarat, Western India","Nahapana, Chashtana",Saka rulers establish long-lasting dynasty in western India,Adaptation to Indian cultural context; patronage of multiple religious traditions
c. 78 CE,Saka Era begins,Western India,Western Kshatrapas,Calendar era possibly commemorating Saka rule,Calendar has ritual and administrative functions
1st-3rd c. CE,Western Kshatrapa dynasty,Western India,Multiple Kshatrapa rulers,Long-lasting Saka dynasty in India,"Complete adoption of Indian religious practices; support for Hinduism, Buddhism, and Jainism"
2nd-4th c. CE,Late Sarmatian period,"Pontic steppe, Eastern Europe",Various Sarmatian groups,Sarmatians (related to Saka-Scythians) interact with Roman Empire,Warrior cult continues; increasing influence from Mediterranean religions
4th c. CE,Alanic migrations,Eastern Europe,Alans (descendants of Sarmatians),Movement westward under Hun pressure,Maintenance of some Iranian religious elements; increasing Christian influence
5th-6th c. CE,Alan settlements in Europe,"Gaul, Iberia, North Africa",Alan groups,Alan settlements in Western Roman territories,Gradual adoption of Christianity; persistence of some traditional practices
Date Range,Event/Period,Major Figures/Tribes,Key Details,Cultural Elements/Legacy,
c. 4500–2500 BCE,Proto-Indo-European (PIE) culture,PIE speakers,PIE culture develops in the Pontic-Caspian steppe,Linguistic and cultural foundation for later Indo-Iranian and Saka-Scythian peoples,
c. 2000–1200 BCE,Andronovo & Srubnaya cultures,Early Indo-Iranians,Precursor cultures to Scythians and Saka,Spread of Indo-Iranian languages; bronze metallurgy,
c. 1000 BCE,Origins of the Cians (Scythians),Nomadic Iranic-speaking peoples,Emerge in Central Eurasia with distinct language (Cian branch of Iranic),"Horse-based warfare, recurved composite bows, nomadic culture; called themselves ""Cians"" (Herodotus IV; Beckwith)",
c. 900–800 BCE,Spread of horse culture,,Horse domestication and funerary rituals spread from Mongolia and Siberia,Foundations for Cian nomadic lifestyle and pan-steppe cultural links,
c. 900–800 BCE,Early Scythian/Saka emergence,"Proto-Scythian, Saka","Kurgan burials and ""animal style"" art appear in the Altai and Yenisei regions","Eastern kurgans older than western ones (e.g., Altai kurgan Arzhan 1 in Tuva)",
900-700 BCE,Arzhan kurgans,,Arzhan kurgans in Tuva associated with early Saka artifacts,"First evidence of ""royal"" burials and social stratification",
c. 876 BCE,Saka/Scythian tribes established,"Saka, Scythians",Major nomadic groups established in the Eurasian Steppe,Development of distinct Saka/Scythian identity,
c. 800 BCE,First historical attestation,,Saka appear in historical and archaeological records,Beginning of documented history,
c. 800–700 BCE,Saka migrations to Central Asia,Massagetae/Tigraxaudā,Massagetae rise to power and migrate from east into Central Asia,"Expulsion of Scythians, triggering westward migrations",
c. 700 BCE,Cian Empire expansion,,Cians dominate Eurasian steppes from Crimea to China,"Imperial Cian dialect spreads; political structure includes king of kings, subordinate kings (dukes), and local lords (counts)",
c. 700 BCE,Saka in Tarim Basin,,First Saka presence appears in the Tarim Basin region,Beginning of East-West cultural exchange,
c. 700–600 BCE,Saka-Scythian expansion west,"Scythians, Cimmerians",Scythians invade Western Asia,"Impact on Mesopotamia, Anatolia, Egypt, and Iran",
c. 653–625 BCE,Saka-Scythian dominance in Near East,Scythians,Scythians dominate parts of the Near East,Interactions with Assyrians and Medes,
c. 650 BCE,Anacharsis in Greece,"Anacharsis (half-Greek, half-Cian philosopher)","Critiques Athenian democracy, emphasizing skepticism",Early influence on Greek Skepticism; cross-cultural philosophical exchange,
c. 600 BCE,Saka settle Southern Urals,Saka Tasmola culture,Tasmola culture Saka migrate to Southern Urals,Assimilation with local cultures,
c. 600 BCE,Early Buddhism and Daoism,"Gautama Buddha (~563–483 BCE), Laozi (~6th century BCE)",Philosophical developments in India and China,Later cultural exchange with Saka/Cian philosophy,
c. 600–550 BCE,Saka-Median wars,"Queen Zarinaea (Saka), Parthians","Parthians rebel against Medes, ally with Saka",Queen Zarinaea leads Saka in wars against Medes; female leadership,
c. 550 BCE,Gaumata and Persian upheaval,"Gaumata, Darius I",Magian impostor briefly seizes Persian throne,Influences Persian imperial policies affecting Cian territories,
550-250 BCE,Tian Shan kurgans,,Approximately 30 Saka tombs (kurgans) found in the Tian Shan area,Evidence of Saka presence and burial customs,
c. 550-530 BCE,Cyrus's northern campaign,Cyrus the Great,Builds Cyropolis on the Iaxartes river and seven fortresses,Defense against Saka; border fortifications,
c. 550-530 BCE,Cyrus vs. Sakā haumavargā,"Cyrus, King Amorges",Cyrus attacks and initially defeats the Sakā haumavargā,Capture of King Amorges,
c. 550-530 BCE,Queen Sparethra's victory,Queen Sparethra,Amorges's queen defeats Cyrus with an army of men and women warriors,Female military leadership; women warriors,
c. 550-530 BCE,Cyrus-Amorges alliance,"Cyrus, Amorges",Prisoner exchange leads to alliance,Military cooperation,
530 BCE,Cyrus's death,"Queen Tomyris, Cyrus the Great",Cyrus campaigns against Massagetae/Sakā tigraxaudā and is killed,"According to Herodotus, Queen Tomyris defeats and kills Cyrus",
520-518 BCE,Darius I's campaign,"Darius I, King Skunxa",Darius I wages war against eastern Sakas,"Conquers Massagetae/Sakā tigraxaudā, captures King Skunxa",
516 BCE,Darius I's failed invasion of Cians,Darius I,Persian king's campaign against Cians fails,Cians maintain independence through guerrilla tactics and steppe warfare knowledge,
Post-518 BCE,Achaemenid absorption,,Saka territories absorbed into the Achaemenid Empire as part of Chorasmia,Between Oxus and Iaxartes rivers,
500 BCE,Sakas in Achaemenid depictions,,Sakas depicted as subjects on the statue of Darius I,Visual representation of political relationship,
c. 500 BCE,Cian cultural practices,,Cians bury cats with owners in kurgans,Cats travel in ox-drawn wagons; development of advanced bronze trilobed arrowheads and whistling arrows,
5th century BCE,Saka in Achaemenid army,,Saka supply the Achaemenid army with mounted bowmen,Military contribution as horse archers,
5th century BCE,Administrative integration,,Sakā tigraxaudā included in same tax district as Medes,Administrative organization,
c. 450 BCE,Herodotus documents Cians,Herodotus,Describes Cian customs in his Histories,"Accounts of whistling arrows, poison arrowheads, warrior culture, and women warriors",
c. 400 BCE,Pyrrho of Elis and Skepticism,Pyrrho (~360–270 BCE),Founder of Greek Skepticism influenced by Eastern thought,Possible exposure to Cian and Buddhist ideas,
400-200 BCE,"""The Golden Warrior""",,Cataphract-style parade armor of a Saka royal from the Issyk kurgan,Evidence of sophisticated metallurgy and royal status,
c. 330 BCE,Alexander's campaigns,Alexander the Great,Alexander halts at Syr Darya River,Saka resist Alexander's incursions into Central Asia,
4th-3rd century BCE,Pazyryk burials,,Pazyryk culture burials in Ukok Plateau,Thought to be Saka chieftains; similarities to Tarim mummies,
c. 200 BCE,Whistling arrow tactics in China,,Chinese Shiji records describe Cian (Xiongnu) tactics,Military-cultural diffusion; coordinated archery with whistling arrows,
177-176 BCE,Xiongnu conquest,Modu Chanyu,Xiongnu ruler conquers the Hexi Corridor,Forces Yuezhi to flee and push Saka west into Sogdiana,
c. 140-130 BCE,Saka migration to Bactria,,Saka cross the Syr Darya into Bactria,"Displaced by Yuezhi; some migrate to Pamirs, northern India, and Tarim Basin",
133-132 BCE,Yuezhi movement,,"Yuezhi, under pressure from Wusun, move from Ili and Chu valleys",Migration into Bactria (Daxia),
133-89 BCE,Han–Xiongnu War,,Conflict leads to Han Chinese influence over Tarim Basin,Chinese control over Khotan and Kashgar,
141-87 BCE,Emperor Wu of Han,Emperor Wu,Reign during which Khotan and Kashgar fall under Han influence,Chinese expansion into Central Asia,
Late 2nd century BCE,Tarim Basin states,,Sakas found states in the Tarim Basin,"State formation in Khotan, Yarkand, Kashgar",
2nd century BCE,Indo-Scythian migration,,Sakas driven by Yuezhi from steppe into Sogdia and Bactria,Movement to northwest Indian subcontinent; became known as Indo-Scythians,
100s BCE,Sakastan establishment,,Saka establish Sakastan in Drangiana,Region in modern Afghanistan/Iran; Indo-Scythian kingdoms emerge in northwest South Asia,
35-12 BCE,King Azes II,Azes II,Reign of Indo-Scythian King (known from coinage),Indo-Scythian rule in northwest India,
1st century CE,Khotanese-Saka development,,Documents and coins with dual Gandhari Prakrit/Chinese inscriptions,Cultural links; Tumshuqese and Khotanese variants of Saka emerge,
1 CE,Cian influence on Buddhism,,Parallels between Cian skepticism and Buddhist/Daoist thought,Cultural exchange via Silk Road; Cians as cultural intermediaries,
100-200 CE,Northern Satraps,,Rule northern India until replaced by Kushans (~150),Indo-Scythian political entities,
181 CE,Gunda inscription,Rudrasimha I,Western Satrap's inscription references the Abhira tribe as Saka,Epigraphic evidence of Saka identity,
200-400 CE,Western Satraps,,Rule western India until ~400 CE,Indo-Scythian kingdom in Mathura declines,
500 CE,End of Saka period,,End of recorded Saka presence in Eurasian Steppe and Tarim Basin,Conclusion of distinct Saka cultural period,
600 CE,Turkic adoption of Cian legacy,Göktürks,Göktürks claim Saka (Scythian) lineage,"Adoption of ""Heavenly God"" ideology and nomadic military tactics",
600s CE,Tang campaigns,Emperor Taizong,Tang dynasty reasserts Chinese suzerainty over Khotan,Chinese control over former Saka territories,
700-800s CE,Khotan power struggles,,Khotan changes hands between Tang and Tibetan Empires,"Production of Khotanese-Saka documents (Buddhist texts, medical treatises)",
900s CE,Khotanese-Saka documents,,Royal rescripts reflect Iranian linguistic influence,Late attestation of Saka language,
1000s CE,Turkification,Kara-Khanid Khanate,Conquest of Khotan (~11th century),Leads to Turkification and Islamization; Tarim Basin fully linguistically Turkified,
1200 CE,Mongol tactics,,Mongols refine horse archery and mobility,Building on Cian/Scythian military innovations,
1800 CE,Nomadic culture suppression,,Russian/Chinese dismantling of nomadic cultures,Ossetians (Alans) preserve Cian language and epic traditions (Nart Sagas),
2008 CE,South Ossetia War,Ossetians,Conflict between Ossetians and Georgia/Russia,Modern descendants preserve oral traditions maintaining Cian cultural memory,
