"Comprehensive Index: Hero Cults of the Steppe, Eurasian, and Hellenistic Worlds",,,,
Bellerophon,"Lycia (Asia Minor), Corinth","Heroöns, coins, myth cycles",600–300,"Linked to Pegasus, local cults"
Midas,Phrygia (Anatolia),"Tumulus MM (Gordion), Greek sources",700–300,"Heroized king, mythic cycles"
Sardanapalus,"Assyria, Anatolia","Tomb at Anchiale, Greek sources",600–300,"Local cult, Greek reinterpretation"
Cybele’s Attis,"Phrygia, Anatolia","Shrine at Pessinus, myth cycles",600 BCE–400 CE,"Dying-and-rising god, heroized consort"
Meleager,Calydon (Aetolia),"Heroön, epic cycle, local cult",700–400,Linked to Calydonian Boar myth
Amphiaraos,"Oropos (Attica), Thebes","Oracular sanctuary, shrine",500–400,"Healing and prophecy, Theban cycle5"
Hero/Group,Region/Tradition,Archaeological/Literary Evidence,Date (BCE/CE),Extant Fragments / Notes
"Celtic Chieftains (e.g., Brennus, Cernunnos)","Gaul, Britain","Burial mounds, votive offerings, Roman sources",500 BCE–200 CE,"Heroized ancestors, syncretized with Roman gods2"
Lugus/Lugh,"Gaul, Ireland, Iberia","Inscriptions, myth cycles, festival (Lughnasadh)",500 BCE–500 CE,"Hero/god, crafts, kingship"
"Cú Chulainn, Finn mac Cumhaill",Ireland,"Epic cycles (Táin Bó Cúailnge), burial mounds",100 BCE–500 CE,"Hero cults, myth cycles, oral tradition"
Region/Tradition,Notable Heroes/Groups,Key Sites/Evidence,Date Range (BCE/CE),Notes/Fragments
Greek Mainland & Colonies,"Agamemnon, Menelaus, Helen, Odysseus, Theseus, Oedipus, Heracles, Asclepius, Amphiaraos, Dioskouroi, Seven Against Thebes","Mycenae, Sparta, Athens, Thebes, Olympia, Ithaca, Argos, Oropos, Tarentum",800–100,"Shrines, tombs, dedications, epic cycles, stelae"
Thrace/Balkans,"Thracian Horseman, Orpheus, Rhesus, Zalmoxis","Reliefs, tombs, gold tablets, literary refs",500 BCE–400 CE,"Syncretic, chthonic, Orphic"
Steppe/Scythian/Sarmatian,"Anacharsis, Skyles, Amazon queens","Kurgan burials, Herodotus, local legends",600–200,"Archaeological, oral tradition"
Anatolia/Asia Minor,"Perseus, Bellerophon, Midas, Sardanapalus, Attis","Heroöns, tumuli, coins, myth cycles",700–100,"City-founder cults, syncretic"
Celtic/Western Europe,"Brennus, Lugus, Cú Chulainn, Finn","Mounds, myth cycles, dedications",500 BCE–500 CE,"Oral tradition, later manuscripts"
