Historical Timeline of Crimea and the Crimean Tatars,,
Ancient Period,,
1484 CE,Crimean Tatars and Ottomans capture Akkerman and Kilia,
1502 CE,Crimean Khanate defeats and destroys the Great Horde,
1503 CE,First major slave raid by Crimean Tatars into Ruthenia,
1513 CE,Construction begins on Bakhchisaray Palace complex,
1532 CE,Sahib I Giray establishes the title of qalga (designated heir),
Crimean Khanate Height of Power,,
Date,Event,
1552 CE,"Devlet I Giray becomes Khan, begins period of Crimean military strength",
1556 CE,Failed Crimean campaign against Astrakhan Khanate,
1569 CE,Crimean Tatars participate in Ottoman campaign against Astrakhan,
1571 CE,Crimean forces burn Moscow during a major raid,
1572 CE,Crimean defeat at the Battle of Molodi near Moscow,
1577 CE,Crimean-Ottoman unsuccessful campaign against Poland,
1584 CE,Islam II Giray establishes relations with Elizabeth I of England,
1591 CE,Gazı II Giray leads campaign in Hungary for Ottoman Empire,
1608 CE,Crimean intervention in Polish-Russian conflict,
1624 CE,Major Crimean raid into Poland-Lithuania,
1637 CE,Don Cossacks temporarily capture Azov from Ottoman-Crimean control,
1648 CE,Alliance between Crimean Khanate and Bohdan Khmelnytsky,
1654 CE,"Pereyaslav Agreement shifts Cossack allegiance to Russia, affecting Crimean security",
1663 CE,Crimean campaigns in Ukraine during The Ruin period,
1672 CE - 1676 CE,Polish-Ottoman War involves Crimean forces,
Decline of the Crimean Khanate,,
Date,Event,
1687 CE,Failed first Crimean campaign by Russian forces,
1689 CE,Failed second Crimean campaign by Russian forces,
1692 CE,Selim I Giray establishes Zincirli Medrese (Chain Mosque) in Bakhchisaray,
1695 CE - 1696 CE,Peter the Great's Azov campaigns against Ottoman-Crimean forces,
1699 CE,Treaty of Karlowitz weakens Ottoman position as Crimea's protector,
1700 CE,Treaty of Constantinople between Russia and Ottoman Empire,
1708 CE,Crimean Tatars support anti-Russian rebellion of Ivan Mazepa,
1711 CE,Pruth River Campaign - Crimean Tatars help Ottoman victory over Russia,
1735 CE - 1739 CE,Russo-Turkish War sees Russian invasion of Crimea,
1736 CE,Russian forces capture and burn Bakhchisaray,
1739 CE,Treaty of Belgrade restores Crimea to Ottoman suzerainty,
1768 CE - 1774 CE,"Russo-Turkish War leads to Crimean ""independence""",
1771 CE,Russian occupation of the Crimean Peninsula,
1772 CE,Sahib II Giray installed as Russian-backed Khan,
1774 CE,Treaty of Küçük Kaynarca declares Crimean Khanate independent,
1777 CE,Şahin Giray becomes last Crimean Khan,
1778 CE,Forced relocation of Crimean Greeks and Armenians to Azov region,
1781 CE,Rebellion against Şahin Giray's westernizing reforms,
1783 CE,Russian annexation of the Crimean Khanate by Catherine the Great,
1787 CE,Catherine the Great's triumphal visit to Crimea,
Russian Imperial Period,,
Date,Event,
1784 CE,City of Simferopol founded as new administrative center,
1787 CE - 1792 CE,Russo-Turkish War fails to restore Crimean independence,
1790 CE - 1796 CE,First wave of Crimean Tatar emigration to Ottoman Empire,
1796 CE,"Death of Catherine the Great, Paul I relaxes anti-Tatar policies",
1802 CE,Creation of Tavrida Governorate covering Crimea,
1806 CE - 1812 CE,Russo-Turkish War increases tensions in Crimea,
1812 CE,Second wave of Crimean Tatar emigration,
1827 CE,Establishment of first Russian schools for Tatars in Crimea,
1830 CE - 1831 CE,Cholera epidemic in Crimea,
1832 CE,Islamic Religious Administration established for Crimea,
1838 CE,Revival of Bakhchisaray as cultural center of Crimean Tatars,
1853 CE - 1856 CE,Crimean War fought primarily on the peninsula,
1854 CE,Siege of Sevastopol begins,
1855 CE,Fall of Sevastopol to Anglo-French forces,
1856 CE,Treaty of Paris ends Crimean War,
1860 CE - 1863 CE,Major wave of Crimean Tatar emigration after Crimean War,
1874 CE,Introduction of universal military service affects Crimean Tatars,
1875 CE,Opening of first Tatar teacher training college,
1883 CE,Opening of Ismail Gaspirali's reformed school in Bakhchisaray,
1883 CE,First publication of Tercüman newspaper by Ismail Gaspirali,
Late Imperial and Revolutionary Period,,
Date,Event,
1902 CE,Commemoration of Hacı Giray as founder of Crimean statehood,
1905 CE,Russian Revolution affects Crimean Tatar political movements,
1906 CE,First Crimean Tatar deputies elected to Russian State Duma,
1909 CE,Crimean Tatar national theater established,
1914 CE,"World War I begins, Crimean Tatars drafted into Russian army",
1916 CE,"Death of Ismail Gaspirali, leader of Jadid reform movement",
1917 CE,February Revolution in Russia,
1917 CE,First All-Crimean Muslim Congress held in Simferopol,
1917 CE,Formation of Crimean Tatar national government (Kurultai),
1918 CE,Bolshevik takeover of Crimea (January),
1918 CE,German occupation of Crimea (April-November),
1918 CE,First Crimean Regional Government established,
1918 CE - 1919 CE,Crimean Tatar National Constitution adopted,
1919 CE,Crimea captured by White forces under General Denikin,
1920 CE,Final Red Army conquest of Crimea under Mikhail Frunze,
1921 CE,Crimean Autonomous Soviet Socialist Republic established,
1921 CE - 1922 CE,Major famine in Crimea,
Soviet Period,,
Date,Event,
1923 CE,"""Tatarization"" policy begins in Crimean ASSR",
1927 CE,First significant archaeological studies of Crimean Tatar sites,
1928 CE,Latin alphabet adopted for Crimean Tatar language,
1929 CE,Collectivization begins in Crimea,
1930 CE,Anti-religious campaigns target Crimean mosques,
1932 CE,"Veli Ibrahimov, Crimean Tatar leader, executed in purges",
1935 CE,Seven Tatars districts created in Crimea,
1938 CE,Shift from Latin to Cyrillic script for Crimean Tatar,
1941 CE,Nazi German invasion reaches Crimea,
1941 CE - 1944 CE,German occupation of Crimea,
1944 CE,Soviet recapture of Crimea,
1944 CE,Deportation of entire Crimean Tatar population (May 18),
1945 CE,"Crimean ASSR abolished, converted to Crimean Oblast of RSFSR",
1954 CE,Transfer of Crimean Oblast from Russian SFSR to Ukrainian SSR,
1956 CE,"Khrushchev's ""secret speech"" partially rehabilitates Crimean Tatars",
1967 CE,Soviet decree technically rehabilitates Crimean Tatars but maintains exile,
1969 CE,First clandestine Crimean Tatar organization formed in exile,
1974 CE,First small groups of Crimean Tatars attempt to return to Crimea,
1987 CE,Demonstrations in Moscow by Crimean Tatars demanding right to return,
1989 CE,Soviet declaration allows Crimean Tatars to return to Crimea,
1991 CE,Referendum on restoration of Crimean ASSR within Ukraine,
Post-Soviet Period,,
Date,Event,
1991 CE,"Dissolution of Soviet Union, Crimea becomes part of independent Ukraine",
1991 CE,Crimean Tatar Mejlis (assembly) established,
1992 CE,Constitution of Republic of Crimea adopted,
1993 CE,Office of Crimean Tatar Presidency created,
1994 CE,Crimean autonomy crisis with Ukraine,
1995 CE,Ukrainian abolition of Crimean presidency,
1996 CE,Adoption of Ukrainian constitution defining Crimea as autonomous republic,
1998 CE,New Crimean constitution adopted within Ukrainian framework,
1999 CE,Opening of reconstructed Kebir-Jami mosque in Simferopol,
2003 CE,Ukrainian-Russian treaty on the Sea of Azov and Kerch Strait,
2004 CE,Protest by Crimean Tatars against land allocation policies,
2007 CE,Crimean Tatars protest destruction of illegal buildings in Ay-Petri plateau,
2010 CE,Extension of Russian Black Sea Fleet lease in Sevastopol,
2011 CE,"Census shows 243,400 Crimean Tatars in Crimea (12% of population)",
2013 CE,Beginning of Euromaidan protests in Ukraine,
2014 CE,Russian military intervention in Crimea (February),
2014 CE,Referendum on joining Russia held in Crimea (March),
2014 CE,Russian annexation of Crimea (March),
2014 CE,Mejlis of the Crimean Tatar People opposes Russian annexation,
2015 CE,Food and energy blockade of Crimea supported by Crimean Tatar activists,
2016 CE,"Russian authorities ban the Mejlis as an ""extremist organization""",
2017 CE,International Court of Justice orders Russia to lift ban on Mejlis,
2018 CE,Opening of Crimean Bridge connecting peninsula to Russian mainland,
2021 CE,Crimean Platform diplomatic initiative launched by Ukraine,
2022 CE,Bridge used by Russia to supply its invasion of Ukraine becomes military target,
2023 CE,Continued international non-recognition of Russian annexation of Crimea,
,,
,,
Timeline of Tatarophobia: Historical Persecution of Tatar Peoples,,
Year/Period,Event,Details
Pre-Soviet Era,,
1783.0,Russian annexation of Crimea,"Crimean Khanate was annexed by the Russian Empire, beginning a long period of changing demographics and policies affecting Crimean Tatars"
19th Century,Russian Imperial policies,Gradual marginalization of Crimean Tatars in their homeland; several waves of emigration to Ottoman Empire
Soviet Era,,
1921-1944,Crimean Autonomous Soviet Socialist Republic,Period of relative autonomy for Crimean Tatars within the Soviet system
"May 18-20, 1944",Deportation of Crimean Tatars,"Soviet authorities forcibly deported the entire Crimean Tatar population (approximately 200,000 people) to Central Asia, primarily Uzbekistan, on orders from Stalin"
Post-May 1944,De-Tatarization of Crimea,Systematic erasure of Crimean Tatar heritage:
,,- Thousands of Crimean Tatar villages renamed with Russian names
,,- Historical and cultural monuments destroyed
,,- Tatar language banned from public use
1944-1956,"""Special settler"" regime",Deported Crimean Tatars lived under restrictive conditions:
,,- Deprived of many civil rights enjoyed by other Soviet citizens
,,- Confined to small perimeters
,,- Conditions compared to apartheid and Israeli occupation of Palestine by Crimean Tatar activists
1944-1980s,Soviet propaganda campaign,Official promotion of negative stereotypes about Crimean Tatars:
,,"- Labeled as ""traitors"" and ""counter-revolutionaries"""
,,"- Falsely characterized as ""Mongols"" with no historical connection to Crimea"
,,- Political conferences held specifically to promote anti-Crimean-Tatar sentiments
1950s-1980s,Crimean Tatar civil rights movement,Emergence of organized resistance to persecution and campaigns for right to return to Crimea
,,- Soviet authorities offered to create an autonomous region in Tatarstan instead of Crimea
,,- This offer was viewed as insulting by Crimean Tatar leadership
1967.0,Partial rehabilitation,Soviet decree partially rehabilitated Crimean Tatars but did not restore their right to return to Crimea
1989.0,Soviet declaration,Soviet government declared the deportation illegal and allowed Crimean Tatars to return to Crimea
Post-Soviet Era,,
1991-2014,Return migration,"Approximately 250,000 Crimean Tatars returned to Crimea following the collapse of the Soviet Union"
2007.0,Hate crime in St. Petersburg,A young Volga Tatar man was stabbed to death; the Tatar community stated the murder was racially motivated
2013.0,Miss Russia controversy,Elmira Abdrazakova (of Tatar heritage) was crowned Miss Russia and subsequently bombarded with racial slurs
2013.0,Haytarma film controversy,"Russian consul Vladimir Andreev demanded Russian citizens boycott ""Haytarma"" (a film about Crimean Tatar war hero Amet-khan Sultan) because:"
,,- He claimed it would be historically inaccurate without seeing it
,,- He objected to the film being directed by a Crimean Tatar
,,- He criticized the film for not depicting Crimean Tatars negatively enough
2014.0,Russian annexation of Crimea,New period of tension for Crimean Tatars under Russian administration
Modern Context,,
2000s-Present,Differential treatment,Continued distinction between treatment of different Tatar groups:
,,"- Volga Tatars often described as a ""model minority"""
,,- Crimean Tatars continue to face more severe discrimination
,,"- Russian nationalist attempts to ""de-Tatarize"" Tatarstan"
Present,Ongoing prejudice,"While no longer officially state-mandated, Tatarophobia remains pervasive in government and society"
