Christianity: Protestant,Old & New Testament,OT: 39 books; NT: 27 books,66 books,Follows Jewish canon for OT,Bible Hub
Christianity: Eastern Orthodox,"Septuagint OT, NT, Wider Deuterocanon","OT: 49+ books; NT: 27 books; includes 3-4 Maccabees, Psalm 151, etc.",76-81 books,Based on Septuagint,Orthodox Study Bible
Christianity: Ethiopian Orthodox,Broader OT/NT canon,"OT: 46+ books (inc. Enoch, Jubilees, 1-3 Meqabyan, etc.); NT: 35 books",81+ books,Unique to Ethiopian Church,Ethiopian Bible
Islam,"Qur’an, Hadith Collections","Qur’an (114 surahs), Ṣaḥīḥ al-Bukhārī, Ṣaḥīḥ Muslim, Sunan Abū Dāwūd, etc.","Qur’an: 1; Hadith: 6 major Sunni, 4 major Shia",Sunni: Kutub al-Sittah; Shia: Four Books,"Quran.com, Sunnah.com"
Manichaeism,Manichaean Canon,"Gospel of Mani, Shabuhragan, Living Gospel, Pragmateia, Kephalaia","7 main, many fragments","Most texts lost, some in Chinese, Coptic, etc.",Manichaean Texts
Daoism,Daozang (Taoist Canon),"Dao De Jing, Zhuangzi, Liezi, Shangqing, Lingbao, Zhengyi texts","~1,400 texts (Zhengtong Daozang)",Divided into 3 dong (caverns),Daozang Digital Library
Confucianism,"Five Classics, Four Books","Analects, Mencius, Great Learning, Doctrine of the Mean, Book of Changes, Book of Documents, Book of Rites, Spring and Autumn Annals",9 core texts,"Song, Ming, Qing canons",Chinese Text Project
Shinto,"Kojiki, Nihon Shoki, Engishiki","Kojiki, Nihon Shoki, Norito (prayers)","3 main, hundreds of norito",Ancient Japanese tradition,Kojiki Online
,,,,,
,,,,,
Additional Resources and Libraries,,,,,
,,,,,
"SuttaCentral (Buddhist texts, Pali, Chinese, Tibetan)",,,,,
,,,,,
CBETA (Chinese Buddhist Electronic Text Association),,,,,
,,,,,
Asian Classics Input Project (Tibetan texts),,,,,
,,,,,
Jain eLibrary (Jain texts),,,,,
,,,,,
Sefaria (Jewish texts),,,,,
,,,,,
Bible Gateway (Christian Bibles),,,,,
,,,,,
Quran.com (Qur’an translations),,,,,
,,,,,
Sunnah.com (Hadith collections),,,,,
,,,,,
Avesta.org (Zoroastrian texts),,,,,
,,,,,
"Chinese Text Project (Confucian, Daoist, Buddhist texts)",,,,,
,,,,,
Daoist Canon (Daozang) Index,,,,,
,,,,,
Sacred-texts.com (various traditions),,,,,
,,,,,
Buddhism,,,,,
School/Branch,Region/Origin,Date (Numeric),Canon/Key Texts,Notes,
Early Buddhist Schools,India,383 BCE–100 CE,"Early Tripiṭakas (now lost, except Theravāda Pāli Canon)","18+ early sects, first schism 383 BCE",
Theravāda,"Sri Lanka, SE Asia","250 BCE (Sri Lanka), canon fixed 29 BCE","Pāli Canon (Tipiṭaka): Vinaya, Sutta, Abhidhamma",Surviving Nikāya school,
Mahāyāna,"India, Central/East Asia",100 BCE–100 CE,"Chinese Canon (Taishō): Mahāyāna Sūtras, Śāstras, Vinaya","Lotus Sūtra, Avataṃsaka, Vimalakīrti, etc.",
Vajrayāna,"India, Tibet, Mongolia, Bhutan",650–800 CE,"Tibetan Kangyur (108 vols), Tengyur (225 vols): Tantras, Prajñāpāramitā, Commentaries","Nyingma (750 CE), Kagyu (1050 CE), Sakya (1073 CE), Gelug (1409 CE)",
Zen (Chan),"China, Japan, Korea, Vietnam",600–700 CE,"Koan Collections: Blue Cliff Record (1125 CE), Gateless Gate (1228 CE); Shōbōgenzō (1233–1253 CE)","Rinzai (ca. 1100 CE), Sōtō (1227 CE)",
Pure Land,"China, Japan, Korea, Vietnam",150–300 CE,"Amitābha Sūtras: Larger/Smaller Sukhāvatīvyūha, Amitāyurdhyāna Sūtra",Devotion to Amitābha,
Tiantai/Tendai,"China, Japan",Tiantai: 550 CE; Tendai: 806 CE,"Lotus Sūtra, Mohe Zhiguan, other commentaries",Philosophical systematization,
Huayan/Kegon,"China, Japan",Huayan: 600 CE; Kegon: 736 CE,"Avataṃsaka (Flower Garland) Sūtra, commentaries",Interpenetration of phenomena,
Nichiren,Japan,1253 CE,"Lotus Sūtra, Gosho (writings of Nichiren)",Exclusive focus on Lotus Sūtra,
Jōdo Shinshū,Japan,1224 CE,"Three Pure Land Sūtras, Shinran’s writings","True Pure Land, faith in Amida",
Hinduism,,,,,
School/Branch,Region/Origin,Date (Numeric),Canon/Key Texts,Notes,
Vedic/Shruti,North India,1750–500 BCE,"Vedas (Ṛg, Sāma, Yajur, Atharva), Brāhmaṇas, Āraṇyakas, Upaniṣads",Foundation of Hindu thought,
"Smriti (Epics, Puranas)",India,400 BCE–400 CE,"Mahābhārata (incl. Bhagavad Gītā), Rāmāyaṇa, 18 Mahāpurāṇas, Dharmaśāstra","Narrative, law, ethics",
"Tantric (Śaiva, Śākta, Vaiṣṇava)",India,600–1200 CE,"Śaiva Tantras (e.g., Mālinīvijayottara), Śākta Tantras (e.g., Devī Mahātmya), Vaiṣṇava Saṃhitās","Esoteric, ritual, goddess/vishnu worship",
Samkhya,India,300 BCE–200 CE,Sāṃkhyakārikā,Dualist philosophy,
Yoga,India,200 BCE–400 CE,Yoga Sūtras of Patañjali,Eight-limbed yoga,
Nyāya,India,200 BCE–200 CE,Nyāya Sūtras,"Logic, epistemology",
Vaiśeṣika,India,200 BCE–200 CE,Vaiśeṣika Sūtras,"Atomism, categories",
Mīmāṃsā,India,200 BCE–200 CE,Mīmāṃsā Sūtras,Ritual exegesis,
"Vedānta (Advaita, Vishishtadvaita, Dvaita)",India,Advaita: 800 CE; Vishishtadvaita: 1100 CE; Dvaita: 1270 CE,"Brahma Sūtras, Upaniṣads, Bhagavad Gītā, commentaries by Śaṅkara, Rāmānuja, Madhva","Nondualism, qualified nondualism, dualism",
Christianity,,,,,
Branch/School,Region/Origin,Date (Numeric),Canon/Key Texts,Notes,
Catholic,"Rome, Western Europe",1054 CE (Schism); roots 30–400 CE,"Bible (73 books: OT+NT+Deuterocanon), Church Fathers, Councils","Papacy, Latin tradition",
Protestant,"Germany, Europe",1517 CE (Reformation),"Bible (66 books: OT+NT), Confessions, Catechisms","Sola scriptura, many denominations",
Eastern Orthodox,"Constantinople, E. Europe",1054 CE (Schism); roots 30–400 CE,"Bible (76–81 books: OT+NT+more Deuterocanon), Church Fathers","Greek tradition, Septuagint OT",
Oriental Orthodox,"Egypt, Armenia, Syria",431–451 CE,"Bible (varies), local liturgies, Fathers","Coptic, Armenian, Syriac, Ethiopian, Eritrean, Malankara",
Ethiopian Orthodox,Ethiopia,330 CE (Christianization); canon fixed 1400–1500 CE,"Bible (81 books: includes Enoch, Jubilees, Meqabyan), local texts",Unique canon,
Coptic Orthodox,Egypt,451 CE,"Bible (Septuagint OT), Coptic liturgy",Monastic tradition,
Armenian Apostolic,Armenia,301 CE,"Bible (66 books), Armenian liturgy",First Christian nation,
Syriac/Assyrian,"Syria, Iraq, Iran",100–400 CE,"Peshitta Bible, Syriac Fathers",Nestorian tradition,
Maronite,Lebanon,685 CE,"Bible (Catholic canon), Maronite liturgy",In communion with Rome,
Anglican,England,1534 CE,"Bible (66–73 books), Book of Common Prayer",Via media,
Lutheran,Germany,1517 CE,"Bible (66 books), Lutheran Confessions",Martin Luther,
Reformed,"Switzerland, France, Netherlands",1520 CE,"Bible (66 books), Confessions",Calvinist,
Baptist,England,1609 CE,"Bible (66 books), Baptist Confessions",Believer’s baptism,
Methodist,England,1738 CE,"Bible (66 books), Methodist Discipline",Wesleyan tradition,
Islam,,,,,
Branch/School,Region/Origin,Date (Numeric),Canon/Key Texts,Notes,
Sunni,"Arabia, Middle East",632 CE (after Muhammad’s death),"Qur’an (114 surahs), Hadith (Kutub al-Sittah)","Majority, four madhhabs",
Hanafi,Iraq,767 CE (Abu Hanifa’s death),"Qur’an, Hadith, Fiqh books",Largest Sunni school,
Maliki,"Medina, North Africa",796 CE (Malik’s death),"Qur’an, Hadith, Al-Muwatta’",North/West Africa,
Shafi'i,"Egypt, Yemen, SE Asia",820 CE (al-Shafi‘i’s death),"Qur’an, Hadith, Al-Risala","East Africa, SE Asia",
Hanbali,"Iraq, Arabia",855 CE (Ahmad ibn Hanbal’s death),"Qur’an, Hadith, Musnad Ahmad",Conservative,
Shia,"Arabia, Iran, Iraq",661 CE (Ali’s death),"Qur’an, Hadith (Four Books), Nahj al-Balagha",Imamate doctrine,
Twelver (Ithna Ashari),"Iraq, Iran",874 CE (12th Imam occultation),"Qur’an, Four Books, Usul al-Kafi",Largest Shia group,
Ismaili,"Arabia, Egypt, India",765 CE (Ismail’s death),"Qur’an, Ismaili Ginans, Epistles",Esoteric tradition,
Zaydi,Yemen,740 CE,"Qur’an, Zaydi Hadith, Majmu’ al-Fiqh",Closest to Sunni,
Ibadi,"Oman, N. Africa",750 CE,"Qur’an, Ibadi Hadith, Jami’ al-Siyar","Distinct, moderate",
Sufi Orders,"Middle East, Central Asia",800–1200 CE,"Qur’an, Hadith, Sufi treatises (e.g., Qushayri’s Risala, Rumi’s Masnavi)","Mystical, many tariqas",
Jainism,,,,,
Branch/School,Region/Origin,Date (Numeric),Canon/Key Texts,Notes,
Śvetāmbara,Western India,79 CE (Council at Vallabhi),"45 Āgamas (Siddhānta), commentaries","White-clad, accepts women monks",
Murtipujak,"Gujarat, Rajasthan",500–700 CE,"Āgamas, image-worship manuals",Image worship,
Sthānakavāsī,"Gujarat, Rajasthan",1653 CE,"Āgamas, non-idolatrous texts",Non-idolatrous,
Terāpanthī,Rajasthan,1760 CE,"Āgamas, Terāpanthī literature",Reformist,
Digambara,Central/South India,100–200 CE,"Ṣaṭkhaṇḍāgama, Kasāyapāhuḍa, commentaries","Sky-clad, stricter asceticism",
Bisapanthi,South India,1500 CE,Digambara texts,Traditional,
Terapanthi (Digambara),North India,1600 CE,Digambara texts,Reformist,
Daoism,,,,,
School/Branch,Region/Origin,Date (Numeric),Canon/Key Texts,Notes,
Zhengyi (Orthodox Unity),China,142 CE (Zhang Daoling),"Daozang Canon (c. 1400 texts), Taiping Jing","Ritual, priestly, Celestial Masters",
Quanzhen (Complete Perfection),North China,1167 CE (Wang Chongyang),"Daozang Canon, Quanzhen texts","Monastic, alchemy, meditation",
Shangqing (Highest Clarity),South China,360 CE (Yang Xi’s revelations),"Shangqing scriptures, Daozang","Meditation, visionary",
Lingbao (Numinous Treasure),South China,400 CE,"Lingbao scriptures, Daozang","Ritual, cosmology, Buddhist influence",
Confucianism,,,,,
School/Branch,Region/Origin,Date (Numeric),Canon/Key Texts,Notes,
Classical Confucianism,China,479–221 BCE,"Five Classics, Analects, Book of Mencius",Early Confucianism,
Neo-Confucianism (Song),China,960–1279 CE (Zhu Xi: 1130–1200 CE),"Four Books, Zhu Xi’s commentaries","Rationalist, metaphysical",
Neo-Confucianism (Ming),China,1368–1644 CE (Wang Yangming: 1472–1529 CE),"Four Books, Wang Yangming’s works",School of Mind,
Neo-Confucianism (Qing),China,1644–1912 CE,"Four Books, Qing commentaries",State orthodoxy,
,,,,,
"Let me know if you’d like this in a downloadable table, or if you want further details on any tradition!",,,,,
Share,,,,,
Export,,,,,
Rewrite,,,,,
"can can you create a similar comprehensive index for all other major and minor hellenic and eurasian traditions and extant corpus/fragments, poems, epics, source of litugies and hymns",,,,,
You've reached your Pro limit,,,,,
Upgrade to Perplexity Pro to increase your daily limit,,,,,
Upgrade,,,,,
"can can you create a similar comprehensive index for all other major and minor hellenic and eurasian traditions and extant corpus/fragments, poems, epics, source of litugies and hymns",,,,,
Answer,,,,,
Sources,,,,,
8.0,,,,,
1 task,,,,,
cambridgeThe Journal of Hellenic Studies | Cambridge Core,,,,,
attalusATTALUS : sources for Greek & Roman history,,,,,
abebooksEncyclopedia of Greece and the Hellenic Tradition: 9781579581411,,,,,
#ERROR!,,,,,
"Comprehensive Index of Major and Minor Hellenic & Eurasian Traditions: Canons, Epics, Hymns, Fragments",,,,,
,,,,,
"This index covers the major and minor religious, poetic, and philosophical traditions of the Hellenic world and broader Eurasia, focusing on extant corpora, canonical texts, epics, hymns, liturgies, and fragments. Where possible, numeric dates, major works, and digital resources are included.",,,,,
,,,,,
I. Hellenic (Greek) Traditions,,,,,
Tradition/School,Core Corpus/Canon,Key Extant Texts & Fragments,Date Range,Notes/Features,Online Resources
Classical Greek Religion,"Oral/liturgical tradition, Homeric Hymns, Orphic Hymns","Homeric Hymns, Orphic Hymns, local liturgies, temple inscriptions",800 BCE–400 CE,"Rituals, hymns to Olympian gods, hero cults, local festivals","[Perseus Digital Library], [Attalus]2"
Epic Poetry,Epic Cycle,"Iliad (Homer), Odyssey (Homer), Theogony (Hesiod), Works and Days (Hesiod), fragments of lost epics",800–600 BCE,"Foundation of Greek myth, theology, hero cult","[Perseus], [Attalus]2"
Lyric Poetry,Lyric poets’ collections,"Sappho, Alcaeus, Pindar, Bacchylides, Simonides, Anacreon",650–400 BCE,"Choral odes, victory hymns, personal poetry",[Perseus]
Mystery Cults,"Orphic, Eleusinian, Dionysian texts","Orphic Hymns, Orphic Gold Tablets, Homeric Hymn to Demeter",600 BCE–400 CE,"Initiatory, afterlife beliefs, secret liturgies",[Perseus]
Philosophical Schools,"School canons, treatises, fragments","Plato (Dialogues), Aristotle (Corpus), Epicurus (Letters, Principal Doctrines), Zeno (Stoic fragments), Pyrrho (Skeptic fragments)",400 BCE–200 CE,"Stoicism, Epicureanism, Platonism, Cynicism, Skepticism","[Perseus], [Internet Classics Archive]"
Hellenistic Religion,"Syncretic, imported canons","Hymns to Isis, Hymns to Serapis, Cybele liturgies, Atargatis hymns, ruler cult inscriptions",323 BCE–400 CE,"Egyptian, Anatolian, Syrian cults, ruler worship, astrology, magic","[Attalus]2, [Wikipedia]5"
Magic & Oracles,"Magical papyri, curse tablets, oracular texts","Greek Magical Papyri, curse tablets (defixiones), Delphic oracle responses",500 BCE–400 CE,"Ritual spells, divination, astrology","[Attalus]2, [Perseus]"
Greek Christian Tradition,"Septuagint, New Testament, Patristic texts, liturgies","Septuagint (LXX), New Testament (Greek), Liturgy of St. John Chrysostom, Liturgy of St. Basil",250 BCE–present,"Greek Orthodox liturgy, hymnography, saints’ lives","[Greek Orthodox Archdiocese], [SBL Greek New Testament]"
II. Roman Traditions,,,,,
Tradition/School,Core Corpus/Canon,Key Extant Texts & Fragments,Date Range,Notes/Features,Online Resources
Roman State Religion,"Carmen, Indigitamenta, priestly books","Carmen Arvale, Carmen Saliare, Fasti, Aeneid (Virgil), Metamorphoses (Ovid), Fasti (Ovid)",700 BCE–400 CE,"Hymns, prayers, priestly liturgies, festival calendars","[Attalus]2, [Perseus]"
Mystery Cults,Imported canons,"Mithraic liturgies, Isis and Cybele hymns, Bacchic rites",200 BCE–400 CE,"Initiatory, afterlife, syncretic",[Attalus]2
Philosophical Schools,"Latin treatises, translations","Cicero, Seneca, Lucretius (De Rerum Natura), Epictetus (Greek), Marcus Aurelius (Meditations)",100 BCE–200 CE,"Stoicism, Epicureanism, Neoplatonism",[Internet Classics Archive]
III. Other Major Eurasian Traditions,,,,,
Tradition/School,Core Corpus/Canon,Key Extant Texts & Fragments,Date Range,Notes/Features,Online Resources
Zoroastrianism,"Avesta, Pahlavi texts","Yasna, Visperad, Vendidad, Yashts, Gathas (Zarathustra), Denkard, Bundahishn",1200 BCE–1000 CE,"Hymns, liturgies, cosmology, law",[Avesta.org]
Manichaeism,Manichaean canon,"Gospel of Mani, Kephalaia, Shabuhragan, Coptic/Chinese fragments",240–1000 CE,"Dualist scripture, hymns, psalms",[Sacred-texts.com]
Mithraism,"Ritual texts, fragments","Mithraic Liturgy (PGM), iconographic evidence",100–400 CE,"Mystery cult, initiatory grades, few texts survive",[Attalus]2
Celtic Traditions,"Oral, later medieval manuscripts","Mabinogion (Welsh), Book of Invasions (Irish), Táin Bó Cúailnge",100 BCE–1200 CE,"Myths, heroic cycles, hymns, rituals",[CELT: Corpus of Electronic Texts]
Norse/Germanic,"Eddas, sagas, runic inscriptions","Poetic Edda, Prose Edda, Heimskringla, rune poems",800–1300 CE,"Myths, hymns, skaldic poetry",[Sacred-texts.com]
Slavic Paganism,"Oral, medieval chronicles","Primary Chronicle, Veles Book (disputed), folk songs",500–1200 CE,"Hymns, rituals, fragmentary",[Internet Archive]
Phrygian/Anatolian,"Inscriptions, hymns","Mother Goddess (Cybele) hymns, Hittite rituals",1500 BCE–500 CE,"Liturgy, festivals, healing cults",[Perseus]
"Egyptian (Late, Hellenistic)","Demotic, Greek papyri","Hymns to Isis, Book of the Dead (Greek trans.), magical papyri",332 BCE–400 CE,"Syncretic, widespread in Hellenistic world","[Perseus], [Attalus]2"
Syro-Phoenician,"Inscriptions, hymns","Baal Cycle, Astarte hymns, Atargatis rites",1200 BCE–300 CE,"Fertility, sea cults, imported to Greece/Rome",[Perseus]
IV. Digital Libraries & Resources,,,,,
,,,,,
"Perseus Digital Library: Massive collection of Greek, Roman, and Anatolian texts (epics, hymns, philosophy, inscriptions)",,,,,
,,,,,
"Attalus: Detailed lists of Greek and Roman sources, events, and inscriptions (323–30 BCE)2",,,,,
,,,,,
Internet Classics Archive: Translations of Greek and Roman philosophical and literary works,,,,,
,,,,,
Avesta.org: Zoroastrian scriptures and translations,,,,,
,,,,,
"Sacred-texts.com: Manichaean, Norse, Celtic, and other Eurasian texts",,,,,
,,,,,
CELT (Corpus of Electronic Texts): Early Irish and Celtic literature,,,,,
,,,,,
"Wikipedia (Hellenistic religion, Hellenistic period): Summaries and bibliographies54",,,,,
,,,,,
Encyclopedia of Greece and the Hellenic Tradition: Comprehensive scholarly index37,,,,,
V. Notes on Key Genres and Text Types,,,,,
,,,,,
"Epics: Iliad, Odyssey, Aeneid, Táin Bó Cúailnge, Beowulf, Shahnameh",,,,,
,,,,,
"Hymns & Liturgies: Homeric Hymns, Orphic Hymns, Carmen Arvale, Yasna, Book of the Dead, Eddaic poems",,,,,
,,,,,
"Mystery Texts: Orphic Gold Tablets, Eleusinian and Dionysian liturgies, Mithraic Liturgy",,,,,
,,,,,
"Philosophical Treatises: Plato, Aristotle, Stoic and Epicurean fragments, Zoroastrian Gathas",,,,,
,,,,,
"Magical/Divinatory Texts: Greek Magical Papyri, curse tablets, oracles, astrology manuals",,,,,
,,,,,
"For a detailed, text-by-text index, consult [Attalus]2 (Greek & Roman sources), [Perseus Digital Library], and the Encyclopedia of Greece and the Hellenic Tradition37.",,,,,
"For a scholarly overview, see the Journal of Hellenic Studies1.",,,,,
