Comprehensive Timeline of Tantric Traditions: Historical Development and Lineages,,,,,,
Hindu Tantric Traditions,,,,,,
Atiyoga/Dzogchen,c. 800-1200 CE,"Tibet, Eastern India","Garab Dorje, Padmasambhava","Tibetan Empire, Pala","Direct realization, natural awareness","Dzogchen Tantras (Germano, 1994)"
Kālacakra,c. 1000-1027 CE,"Northern India, Tibet","Śrī Kālacakrapāda, Tsilupa","Later Pala, Tibetan kingdoms","Cosmology, subtle body, advanced practices","Kālacakra Tantra (Newman, 1987)"
Sahajayāna,c. 950-1200 CE,Bengal,"Saraha, Maitrīpāda",Late Pala,"Spontaneous realization, rejection of ritual","Dohākoṣa literature (Kvaerne, 1986)"
Newar Buddhism,c. 1000-present,Nepal Valley,Various Vajrācāryas,Newar kingdoms,Preservation of Indian Vajrayāna,"Various Newar tantric texts (Lewis, 2000)"
Jain Tantric Traditions,,,,,,
School/Sect,Approximate Period,Location,Main Founders/Figures,Royal Patronage,Philosophical Distinctions,Core Texts
Mantra-Tantra Jainism,c. 800-1200 CE,"Western India, Gujarat",Unknown,Solanki dynasty,Adaptation of tantric methods for Jain goals,"Jvālāmālinī Kalpa (Cort, 2009)"
Bhairavapadmāvatī Cult,c. 1000-1400 CE,Western India,Unknown,Regional kingdoms,Goddess worship within Jain context,"Bhairavapadmāvatī Kalpa (Dundas, 1992)"
Synthesis and Later Developments,,,,,,
School/Sect,Approximate Period,Location,Main Founders/Figures,Royal Patronage,Philosophical Distinctions,Core Texts
Haṭha Yoga,c. 1100-1500 CE,Pan-Indian,"Gorakshanātha, Svātmārāma",Various regional kingdoms,"Physical practices, subtle body","Haṭhayogapradīpikā (Mallinson & Singleton, 2017)"
Bengali Śākta Tantra,c. 1500-1900 CE,Bengal,Krishnananda Agamavagisha,"Mughal, British colonial","Goddess worship, ritual elaboration","Tantrasāra, Mahānirvāṇa Tantra (Urban, 2001)"
Kashmir Śaivism Revival,c. 1900-present,"Kashmir, global",Swami Lakshman Joo,Post-independence India,Modern interpretation of non-dual Shaivism,"Modern commentaries on classical texts (Muller-Ortega, 2012)"
Neo-Tantra,c. 1960-present,Global,"Bhagwan Shree Rajneesh (Osho), others",None,"Western adaptation, focus on sexuality","Various modern publications (Urban, 2003)"
References and Key Sources,,,,,,
Primary Sources,,,,,,
"Abhinavagupta (10th-11th c. CE). Tantrāloka. (Trans. R. Gnoli, 1999)",,,,,,
"Hevajra Tantra. (Trans. D. Snellgrove, 1959)",,,,,,
"Kālacakra Tantra. (Trans. J. Newman, 1987)",,,,,,
"Kubjikā Tantras. (Ed. M. Dyczkowski, 2009)",,,,,,
"Śiva Sūtras. (Trans. J. Singh, 1979)",,,,,,
"Svātmārāma (15th c. CE). Haṭhayogapradīpikā. (Trans. Mallinson, 2004)",,,,,,
"Vijñānabhairava Tantra. (Trans. J. Singh, 1979)",,,,,,
Secondary Sources,,,,,,
"Brooks, D. (1990). The Secret of the Three Cities: An Introduction to Hindu Śākta Tantrism. University of Chicago Press.",,,,,,
"Dalton, J. (2004). ""The Development of Perfection: The Interiorization of Buddhist Ritual in the Eighth and Ninth Centuries."" Journal of Indian Philosophy, 32(1), 1-30.",,,,,,
"Davidson, R. (2002). Indian Esoteric Buddhism: A Social History of the Tantric Movement. Columbia University Press.",,,,,,
"Dyczkowski, M. (1992). The Stanzas on Vibration. SUNY Press.",,,,,,
"Flood, G. (2006). The Tantric Body: The Secret Tradition of Hindu Religion. I.B. Tauris.",,,,,,
"Gray, D. (2007). The Cakrasamvara Tantra: The Discourse of Śrī Heruka. American Institute of Buddhist Studies.",,,,,,
"Lorenzen, D. (1972). The Kāpālikas and Kālāmukhas: Two Lost Śaivite Sects. University of California Press.",,,,,,
"Mallinson, J., & Singleton, M. (2017). Roots of Yoga. Penguin Classics.",,,,,,
"Muller-Ortega, P. (1989). *The",,,,,,
