200-1000 CE,Germanic,"Odin, Thor, Frey",Functional,Wisdom/Strength/Fertility,Spear/Hammer/Phallus,Norse cult centers
500 BCE-200 CE,Thracian,"Bendis, Sabazios, Kotys",Mixed,Night/Sky/Ecstasy,"Moon, lightning, ritual items",Mystery religions
300 BCE-500 CE,Irish Celtic,"Dagda, Dian Cécht, Goibniu",Functional,Kingship/Healing/Crafting,Club/Cauldron/Forge,Divine skills triad
500-1500 CE,Baltic,"Perkūnas, Patrimpas, Pikuolis",Functional,Sky/Fertility/Death,Thunder/Water/Skull,Natural cycle
500-1200 CE,Slavic,"Perun, Svarog, Veles",Cosmic,Thunder/Fire/Underworld,Axe/Forge/Serpent,Cosmic conflict
700 BCE-400 CE,Greco-Roman,"Apollo, Athena, Hermes",Functional,Arts/Wisdom/Commerce,Lyre/Owl/Caduceus,Civilizing forces
100-300 CE,Roman Mystery,"Jupiter Dolichenus, Juno, Mercury",Syncretic,Military protection,"Bull, standards",Army protection
100-400 CE,Celtic-Roman,Matres/Matronae,Triple goddess,"Fertility, fate",Three seated females,"Abundance, destiny"
400 BCE-400 CE,Anatolian,Triple Hecate,Single goddess,"Crossroads, magic",Three-bodied goddess,Liminal protection
800 BCE-400 CE,Greek,Moirai (Fates),Sister goddesses,Life stages/fate,"Thread, spindle, shears",Human destiny
700 BCE-300 CE,Greek,Horae,Sister goddesses,"Seasons, order",Seasonal attributes,Natural cycles
500-1000 CE,Norse,Norns,Sister goddesses,Fate,Well and tree,Human destiny
100-400 CE,Germanic,Mothers,Triple goddess,"Birth, life, death",Three standing females,Life transitions
2000 BCE-1000 CE,Indo-European,Tripartite gods,Functional,Sovereignty/Force/Production,Varies by tradition,Social functions
,IV. Divine Children & Family Groupings,,,,,
Historical Period,Culture/Tradition,Divine Child/Family,Parent(s),Child's Function,Iconography,Cult Significance
800 BCE-400 CE,Greek,Hephaestus,Zeus & Hera,Divine smith,"Lame, hammer, tongs",Craft patronage
700 BCE-400 CE,Greek,Dionysus (infant),Zeus & Semele,Twice-born god,Infant with grapes,Mystery initiation
300 BCE-300 CE,Roman,Apollo Puer,Jupiter & Latona,Youthful god,Beautiful youth,Eternal youth
300 BCE-300 CE,Egyptian (Hellenized),Harpocrates (Child Horus),Isis & Osiris,Divine successor,Child with finger to lips,"Protection, renewal"
200 BCE-300 CE,Greco-Egyptian,Horus-Harpocrates,Isis & Serapis,Child savior,Child on lotus,Solar renewal
300 BCE-200 CE,Roman,Jupiter-Puer,Unknown/varies,Divine child,Child with cosmic symbols,Renewal of time
600 BCE-300 CE,Syrian,Adonis (infant),Myrrha,Vegetation god,Beautiful youth,Seasonal death/rebirth
500 BCE-400 CE,Phrygian,Attis (youth),Cybele (mother goddess),Consort-son,"Phrygian cap, pine",Spring resurrection
500 BCE-200 CE,Thracian,Sabazios (child),Earth goddess,Divine child,Child with corn/grain,Agricultural renewal
100-600 CE,Christian,Christ Child,Mary & God,Divine savior,Infant with Mary,Divine incarnation
100-400 CE,Mithraic,Mithras,Born from rock,Cosmic mediator,Youth emerging from rock,Self-creation
300 BCE-500 CE,Hindu (Hellenistic influence),Krishna (infant),Devaki & Vasudeva,Divine avatar,Blue infant/child,Divine play
100 BCE-300 CE,Hindu-Greek synthesis,Skanda-Dionysus,Shiva/Zeus,Divine child,Six-headed youth,Syncretic warrior god
700 BCE-400 CE,Greek,Eros,Aphrodite,Love god,Winged child,Erotic inspiration
300 BCE-400 CE,Roman,Cupid,Venus,Love god,Winged child with bow,Love's agency
500 BCE-400 CE,Greek,Asclepius (youth),Apollo,Healing god,Youth with staff,Medical knowledge
700 BCE-300 CE,Ephesian,Kouretes with Zeus-child,Rhea,Divine guardians,Armed youth dancers,Protection rituals
300 BCE-200 CE,Greco-Roman,Apollo Soranus,Jupiter,Oracular child,Youth with laurel,Divine inspiration
100-300 CE,Celtic-Roman,Divine child,Mother goddesses,Abundance,Child with fruits,Agricultural fertility
400 BCE-200 CE,Thracian-Phrygian,Dionysos-Sabazios (child),Semele/Earth goddess,Ecstatic renewal,Child with serpent,Mystery initiation
200 BCE-300 CE,Indo-Greek,Baby Agni,Sky parents,Fire god,Infant in flames,Sacrificial fire
100 BCE-300 CE,Greco-Egyptian,Hermanubis (youth),Hermes & Anubis,Guide of souls,Youth with caduceus & jackal,Psychopomp
600 BCE-100 CE,Italic,Tages,Earth-born,Child prophet,Child emerging from furrow,Divinatory knowledge
500 BCE-400 CE,Roman,Genius,Family spirit,Guardian,Youth with cornucopia,Family continuity
100 BCE-300 CE,Nabataean-Hellenic,Dushara-Dionysos,Al-Uzza,Divine youth,"Cubic stone, youth",Arabian-Greek synthesis
,V. Divine Tetrads & Larger Groupings,,,,,
Historical Period,Culture/Tradition,Group,Members,Function,Iconography,Significance
700 BCE-400 CE,Greek,Olympians,Twelve major gods,Cosmic governance,Individual attributes,Divine council
300 BCE-400 CE,Roman,Di Consentes,Twelve gods,State protection,Six male/six female,Official pantheon
500 BCE-300 CE,Greek,Winds,Four directional gods,Weather control,Winged figures,Cosmic directions
100 BCE-300 CE,Roman,Seasonal Genii,Four seasonal spirits,Time cycles,Seasonal attributes,Calendar rituals
100-300 CE,Celtic,Tetrad cult groupings,Four related deities,Local protection,Relief sculptures,Regional guardians
300-1000 CE,Byzantine Christian,Evangelists,Four gospel writers,Divine witnesses,"Man, lion, ox, eagle",Cosmic pillars
600 BCE-600 CE,Persian,Amesha Spentas,Six divine emanations,Divine qualities,Abstract symbols,Zoroastrian virtues
100-400 CE,Mithraic,Seven grades,Hierarchical initiates,Cosmic ladder,Seven symbols,Soul ascension
100-300 CE,Gnostic,Aeons,Multiple divine emanations,Divine qualities,Abstract light symbols,Divine pleroma
200 BCE-300 CE,Indo-Greek,Planetary deities,Seven planet gods,Time control,Astral symbols,Cosmic governance
300 BCE-300 CE,Graeco-Egyptian,Decans,36 star gods,Time measurement,Star symbols,Astrological time
